,text,number of annotations,hard_label,soft_label,split,disagreement_lev
261,توجه الصحافة عالميا تسليط الضوء المرأة حثها ععلى العمل الخروج البيت تهميش الرجل يدمر الأسر يحد فرص زواج النساء الموضوع طويل عريض خطير جدا,3,1,"{'0': 0.33, '1': 0.67}",train,1
262,طيب امرأه نسويه هذاك قلتيها,3,0,"{'0': 1.0, '1': 0.0}",train,0
263,الدجاجة السبب كان مغريه لذكر كامل العقل عشان القرار فالبيت كله بسبب الفسويات,3,1,"{'0': 0.0, '1': 1.0}",train,0
264,لاني فكرة الرجال البنات قلت انتم تقولو ناقصات دين عقل خلاص اتركونا حالنا اقلبو لوطيين روحو اشبعوا رغباتكم ذكور مثلكم ترجونا قولة نبي نتزوجكم عشان نكمل الدين,3,0,"{'0': 1.0, '1': 0.0}",train,0
265,المرآه امي اختي بنتي النسويات يتبنون افكار هدامه مثل دعم الألحاد الحريه الجنسية الميول الخطأ لذلك اخطيت بشئ يحزنون,3,1,"{'0': 0.0, '1': 1.0}",train,0
266,خاطري اجلس جلسه معهن افهم ايش مشكلهن ناقصات حنان عقل ايش بالضبط اتوقع ناقصات دين ذلا,3,1,"{'0': 0.0, '1': 1.0}",train,0
267,المشرفات متسلطات بشكل عجيب اكيد كلها عقد نفسية ياحليل المشرفين ابوهم للجنه اللي نسمع عنه المشرفات,3,1,"{'0': 0.33, '1': 0.67}",train,1
268,الله يهديك شكلك مامريت نساء فاسدات اكثر فساد بالحياة النساء طبيعتهن ضعيفة يملكن الشجاعة اذا وافق وجودهن خبيث مثلهن توقع الاجرام بينهم,3,1,"{'0': 0.0, '1': 1.0}",train,0
269,جعفر يعلم بلادنا الألاف المحجبات تلعبن الكراتيه متبرجات تلعبين الكراتيه غريب أمر الرجل,3,0,"{'0': 1.0, '1': 0.0}",train,0
270,اذا نفسه الدين وتعلمنا بالمدارس جاه حريق خلاص نطلع متبرجات لابسين لبس مررره كاشف نطلع خلاص لانه حرييق يعني بنموت وحنا مستحيين والدين اباحه العقول الصغيره تفهم,3,0,"{'0': 1.0, '1': 0.0}",train,0
271,يعني خيار فرض فرضه الله عليكم ووجب توريثها ويحر حرمانها إجبارها إكراهها التنازل نزل حقنا سورة كاملة أثبتت علينا اجتمع جمعيات حقوق المرأة البسيطة وألفت آلاف الكتب وصلت جزء عدل الله سورة النساء,3,0,"{'0': 1.0, '1': 0.0}",train,0
272,والله انكن ناقصات عقل ودين,3,1,"{'0': 0.0, '1': 1.0}",train,0
273,الله ملكنا الغالي مربيات الاجيال نصف المجتمع المجتمع كامل وهنا نتكلم مربيات الاجيال وليس السلاتيح الفسويات الشواذ تفو,3,1,"{'0': 0.0, '1': 1.0}",train,0
274,بداية انذار ولكل امرأة تقود السيارة وقد افتى العلماء بتحريم قيادة المرأة للسيارة خاصة انك قرنت بالتبرج والسفور أعظم موقفك امام الله فبادري بالتوبة النصوح,3,1,"{'0': 0.33, '1': 0.67}",train,1
275,ابوي اللي يقول ناقصات عقل ودين,3,0,"{'0': 0.67, '1': 0.33}",train,1
276,احد آليات مواجهة العنف المرأة ينبغي تهتم الأسرة وغيرها المؤسسات الاجتماعية بتنشئة الفرد وتربيته بشكل يدخل إطار سوي أساس المساواة الجنسين وتعليم الفرد الفروق بينهم فروق بيولوجية فقط فليس تفضيل الجنس آخر,3,0,"{'0': 1.0, '1': 0.0}",train,0
277,وتبرر العنف المرأه طبيعيه ابدا,3,0,"{'0': 1.0, '1': 0.0}",train,0
278,اجل قلت السعادة العطاء لابد لمن يأخذ يعطى يوما الايام لابد اما النساء فمنا جعلها تاج رأسة ومنا مادون ذالك ومنا قلل وكذالك الرجال بالنسبة للنساء الاختلاف سنة الحياة خلصة القول الرجل خرج رحم امراة وارضعتة وربتة واهدته لامرأة اخري,3,0,"{'0': 1.0, '1': 0.0}",train,0
279,تؤيد العلاقة كانت بالعمل خارجه لهذا الكثير تحدث مطالبات المزيد القوانين تحفظ ولهذا يرفض الاهالي عمل بناتهم لهذا السبب اعتذر سوء المشهد البعض النساء يعتقدون الحرية علاقة طبيعية الجنسين,3,0,"{'0': 0.67, '1': 0.33}",train,1
280,والله زود المرض والنقص تتهاوشون مين احلى الثاني وهي بالاساس خلقت الله وكل النساء جميلات سمرا بيضا نحيفه سمينه الناس تطورت بفكرها وانتم ناقصات عقل الجمال جمال الروح والاخلاق يامعتوهات,3,1,"{'0': 0.0, '1': 1.0}",train,0
281,عاش سلمان يشهد العالم قراراته العظيمة مواصلة لتعزيز ضمان حقوق المراة السعودية يستاهلون بنات الوطن الثقة وهم كفو دائما,3,0,"{'0': 1.0, '1': 0.0}",train,0
282,ياحلاوة انامش بكلم شيء دول الى بيكفرونا وبيقولوا متبرجات عجايب عالنفاق والرياء,3,0,"{'0': 1.0, '1': 0.0}",train,0
283,وانا فخوره فيك اكثررر كثر مجتمعنا ذكوري الا اننا طلعنا نسويات وهذا اكبر كفاح,3,0,"{'0': 1.0, '1': 0.0}",train,0
284,اجلد ابوهم بنات الكلب داشرات,3,1,"{'0': 0.0, '1': 1.0}",train,0
285,اوك كلامك صحيح احترامي غباء شوي وشكلك فكرت الرج سهل يتزوج اوك تمام صحيح انت قلت بعدها ياخذ اربعة نساء بكذا يكون عدد زواج النساء اكثر يعني الرجال رجل واحد النساء اربعه العدد الاكثر عدد النساء يكون خساره للنساء عددهم اكثر,3,0,"{'0': 1.0, '1': 0.0}",train,0
286,ايوة قلت ناقصات عقل عشان عاطفية وناقصات دين لانهن بؤدين الفرائض كاملة لظروف انثوية وهذا ينقص قدر المرأة,3,0,"{'0': 1.0, '1': 0.0}",train,0
287,حصحص هالفترة محتاجينك تجلدين فاسقات انتشروا اشوفهم ههه ههه ههه,3,1,"{'0': 0.0, '1': 1.0}",train,0
288,فاهمة ليه ممكن تتصالح العنف الاغتصاب القتل التحرش الجرائم المرأة تشخصنها المرأة الذكورية كأنها ضحية للنظام الذكوري اصلا,3,0,"{'0': 1.0, '1': 0.0}",train,0
289,انت بتبرجك مكياجك تكسبين إثم تكسبين إثم يراك بهذا التبرج فأتق الله فنساء بلاد الحرمين متحجبات يظهرن بمظهرك ... للأسف اصبحنا زمن ذهب الحياء النساء ذهبت الغيرة الرجال,3,1,"{'0': 0.0, '1': 1.0}",train,0
290,بالاخير صارحت حولها انها شاتها طلقها بعدما علمو وتفاجئو بزواج زوجها اخرى غيرها وهي شغالة تصوير زوجي حبيبي حاطة حرفه حرفها فعلا اذا قالو ناقصات عقل دين,3,1,"{'0': 0.0, '1': 1.0}",train,0
291,النسويات السعوديات الجحيم بعينه سنوات نعاني ظلمهم وتسلطهم,3,1,"{'0': 0.0, '1': 1.0}",train,0
292,يحب المرأه المتحرره اللي تسرح وتمرح علي النسوي,3,0,"{'0': 1.0, '1': 0.0}",train,0
293,بكل إحترام بتعرفي تفاصيل ناقصات عقل دين يعني لاعك معرفتك بالدين الإسلامي كتير ضعيفة تصدري أحكام عندك معرفة كافية فهم بالموضوع تحكي تخلطي عادات تقاليد ومعاملة المجتمع العربي للمرأة الدين الإسلامي ذنب الدين الناس بتطبقه غلط,3,0,"{'0': 1.0, '1': 0.0}",train,0
294,فمرة يثبت أكتافها بسواعده ومرة يوهمها تأخذ دفة الحديث النسوية وكله عبارة كلامه ومرة يدعي موافقتها موضوع مساواة الأجور ويستدرجها ليوقعها الفخ القديم بيولوجية المرأة ويبرر صنوف التمييز ناهيك الفيديو اللي يبرر التعنيف,3,0,"{'0': 1.0, '1': 0.0}",train,0
295,دشو الملحدين النسويات يحسبونها إسقاط الولاية,3,1,"{'0': 0.0, '1': 1.0}",train,0
296,اساسا مافي نسويات صالحات علشان يكون نسويات فاسدات,3,1,"{'0': 0.0, '1': 1.0}",train,0
297,فترفض خوض التجربه مره ثانيه فتصاب هائل التشتت نسويات ... فاسدات مفسدات,3,1,"{'0': 0.0, '1': 1.0}",train,0
298,يستاهلووون والمقاطعة شيء نسويه لكل شيء يقلل قيمة وطننا وقادتنا العظماء,3,0,"{'0': 1.0, '1': 0.0}",train,0
299,اذا تشوفين نفسك سلعه غاليات رخيصات الناس موب مثلك عبدة الاتنشن,3,1,"{'0': 0.33, '1': 0.67}",train,1
300,لمتى والطبيبات السعوديات وقحات طبيعي ادخل غرفتها وتقولي مافي غيري معقولة وتقوم ترميني عالممرضه وتقولها بالانقليزي اسأليها كثير مشكلتها تسوين سحب شايفتني حمار حاجه,3,1,"{'0': 0.33, '1': 0.67}",train,1
301,مايلام دوس عليهم قذرات العرب خيبهم الله مافيه أكبر الخيانه والانحطاط والتآمر يستاهلون والله,3,1,"{'0': 0.0, '1': 1.0}",train,0
302,بتحصل عنك المكر البنات صايعات,3,0,"{'0': 0.67, '1': 0.33}",train,1
303,قرروا اليسار والنسويات تعليقات نينا تسيء للمرأة وبنفس الدقيقة شنوا هجوم معنوي عليها واتهموها بأبشع الاتهامات الميسوجينية واعتبروا تعليق ورأي شخصي خسف حقوق وإنجازات النساء نسويات تسمحوا لنفسكم بأن تتحولوا الى عدو المرأة,3,0,"{'0': 1.0, '1': 0.0}",train,0
304,يمكن طلعتي محيطك بتعرفي الأمر نادر يوجد الكثير النساء المعيلات ياخذ حقهن,3,0,"{'0': 1.0, '1': 0.0}",train,0
305,خلاصة الكلام والموضوع المتداول امس حنا الحق وحنا نبي نوقف العينات الي تبي شهره وتفاعل استعطاف الناس وفيه مقوله شهيره لاتجعلو الحمقاء مشاهير لذا الضجة نبي نوقف الفسويات واتباعهم يعني يكفي انهم داعمين هاشتاق المثليين,3,1,"{'0': 0.0, '1': 1.0}",train,0
306,اللي يقهر انهم يمثلون النسويه ابد,3,0,"{'0': 1.0, '1': 0.0}",train,0
307,والله انتو ملكات ومعززات بيوتكم وهي مملكتكم كله الفسويات الي يبون يخربون بناتنا,3,1,"{'0': 0.0, '1': 1.0}",train,0
308,كبييير لجميع النسويات,3,0,"{'0': 1.0, '1': 0.0}",train,0
309,سافرات اهانه تفسيرها ايضا محجبه كاشفه وجهها وغير منقبه كان الاولى توجهي انتقادك اللاذع لتلك السيده الجاهله وكل يفكر بطريقتها العلم الدين المسيحي ايضا السابق كانوا يغطون رؤوسهم بمنديل وأشارب الان يرتدونه الا وقت دخول الكنائس وليس الكل فقراء,3,0,"{'0': 1.0, '1': 0.0}",train,0
310,الفئران نساء فاسدات والأسود رجال يطردهم,3,1,"{'0': 0.0, '1': 1.0}",train,0
311,اكره العمانيين حرفيا كلهم مختفيين ومحد يشارك بالهاشتاق الا النسويات رغم انه موضوع حياة موت الموضوع تنمر سخيف الهاشتاق بيوصل ترند بدقيقة,3,0,"{'0': 0.67, '1': 0.33}",train,1
312,انا بصف المرأة بصف مجرمين قرروا ياخدوا دور الخالق وينهوا حياة أطفالهم بإيدهم فعل شنيع هنعلق الذكورية والمجتمع والأهل الضغوطات النفسية مبرر لإنه الشخص يأذي كان جرائم العنف النساء وجرائم تعنيف الأبناء بررة لانه المجتمع ككل قاعد بعيش تحت ضغط نفسي,3,0,"{'0': 1.0, '1': 0.0}",train,0
313,ولله الي يقول الناس رخيصات مافي ارخص منو خلي عنك الهرج تسوي العالمين وتقيمي الخلق,3,0,"{'0': 0.67, '1': 0.33}",train,1
314,انتي ولاهي كلكم رخيصات وتنافس الرخص والمزبله,3,1,"{'0': 0.0, '1': 1.0}",train,0
315,عقليات متخلفه الصراحه حقوق المرأه وانتو تقولوا نسوية الله يتولاكم,3,0,"{'0': 1.0, '1': 0.0}",train,0
316,مكبرات الموضوع ومتدخلات عود متحررات وكذا وخابصات الدنيا وهي حرية شخصية كلمن بختار شريك حياته بكيفه,3,0,"{'0': 1.0, '1': 0.0}",train,0
317,أمنيتي أتعرف صاحبات صايعات مايجلسون بيوتهم ويصيعوني معاهم,3,0,"{'0': 1.0, '1': 0.0}",train,0
318,خمسين سنه النسويات يقولون شاركنا بحرب كورونا,3,0,"{'0': 0.67, '1': 0.33}",train,1
319,انثى السرطان تعيش بأمان واطمئنان وماعندهافسويات يطالبون باسقاط الولايه,3,1,"{'0': 0.0, '1': 1.0}",train,0
320,شكلهم نسويات ههه,3,0,"{'0': 0.67, '1': 0.33}",train,1
321,اخوها ومحتقرته انه ناشب لخواته فما بالك عزيزي باحتقار الزوجة لزوجها اللي ناشب المسعودات عزيزي والمرأة عموما مختلف كثير تتصور منحطات جدا فوق تتصور بكثييير,3,1,"{'0': 0.33, '1': 0.67}",train,1
322,وثانيا تستخدم ناقصات عقل لإهانة المرأة يجوز أنك هينها تستنقص نها لأن الله كتب أشياء خارجة إرادتها أتمنى تتثقف مسوي طالب علم,3,0,"{'0': 1.0, '1': 0.0}",train,0
323,الرجل سيكوباثي مريض علاقة الخبر ناقصات عقل ودين اساس كاينة حادثة التاريخ البشري لامرأة قتلت عذبت حيوان مارست أفعال شادة,3,0,"{'0': 1.0, '1': 0.0}",train,0
324,منطقي كلامك العملية السياسية الحقوقية تحتاج لصوت الاطياف تكون عادلة الاقلية يختفي صوتها اغلب الاحيان نهاية المطاف طرف يرى الاخر انه مجنون متجه للهاوية بينما يرى نفسه الاصلح للقيادة بسبب العنف الممنهج المرأة البلاد العربية الردكالية مبررة اعتقد,3,0,"{'0': 1.0, '1': 0.0}",train,0
325,أدانت النسويات الجزائر المناضلات أجل حقوق المرأة الإعتداء الوحشي العنصري جزائريتين فرنسا بلد الحريات المساواة العدالة لشيئ لأنهما عربيتان مسلمتان,3,0,"{'0': 1.0, '1': 0.0}",train,0
326,يادي كلمة السلفع اللي اكلتو راسنا ناقصات عقل والحين موضتكم سلفع ملفع بكرا تخلونه حديث اقوال الرسول صلى الله وسلم بعيده بعدين قلعتك عنهم ماعجبوك يامحور الكون,3,0,"{'0': 1.0, '1': 0.0}",train,0
327,تتكلمين الحقوق تراك منت راعية حقوق تعرفين تطالبين مطالباتك فاشله زيك وزي حياتك دخلتي وسبيتي الرجال تويتر لنقص فيك وتحسين طول الوقت بنات الحمايل درو عنك همك إنك تبين البنات صايعات مثلك,3,1,"{'0': 0.33, '1': 0.67}",train,1
328,برضوا المسلسلات الافلام تراها اكثرها حرام اللي تشتمل موسيقى متبرجات لقطات خليعة اتمنى تجنبها جزاكي الله خيرا,3,0,"{'0': 1.0, '1': 0.0}",train,0
329,الوزير يعك والمتهمة المزه القصاص عندهم بالضرورة فتاة عندنا نسويات حقيقيات,3,0,"{'0': 0.67, '1': 0.33}",train,1
330,النسوية بتخزي,3,1,"{'0': 0.0, '1': 1.0}",train,0
331,الذكورية بدأت بمطالب طبيعيه زيها النسوية تبداء بشيئ بسيط تتوسع بدء بالزواج الاجنبيه هدفهم خلف زرع فكرة الشباب بنات بلده فاسدات ونعوذ بالله تعداد البلد تعدا مليون نسمه مبداء الذكورية يسقط,3,0,"{'0': 0.67, '1': 0.33}",train,1
332,وصلهم هالمرحلة النساء تركته يشتمها يمد يده عليها ياخذ راحته بكل حاكرها البداية الي والي كان شفتيه يحترم المرأه ويعطيها حقها كامل الحياة رجل أهل أقارب ابناء صديقات يعتبرها تعتبره والطلاق مفتاح الفرج لكثييير النساء المره اقل الرجلا,3,0,"{'0': 1.0, '1': 0.0}",train,0
333,يييع اغلب البنات صاروا رخيصات عشان تفاعل ولايكات اشفيييه تعرضين جسمك للكل بعقلك انتي طيب الشي اللي يسوى يخليك تسوين هالشي تفكير منحط وبرضه يييع,3,1,"{'0': 0.0, '1': 1.0}",train,0
334,صحيح يأخذ ببعض الآية ويترك بعضها مثل قال فويل للمصلين وتوقف والآية تقول ولن تستطيعوا تعدلوا النساء حرصتم ... فكان حكم الله تميلوا الميل فتذروها كالمعلقة والجواب كلمة,3,0,"{'0': 1.0, '1': 0.0}",train,0
335,لاتغلقون دور الرعايه وكثرو دور العجزه وزغرطي يانشراح اللي جاي العن اللي راح مادام الفسويات شادات حيلهن اذا وين يروحن يتأثر فيهن اللي عيال اذاكبرو وعرفوهم حقيقتهم اوكانو فاسدين مثلهم راح يزتونهم بالزبايل,3,1,"{'0': 0.0, '1': 1.0}",train,0
336,ترى امها اللي تملي عقلها بهالافكار تقول اللي يكشفون فاسدات اللي يضحكون فاسدات بعدين تسوي نفس الشيء تعطيها اجوبه صار البنت تضارب اليوم تبكي امها تقول ليه لابسه هالعبايه متكشخه يعني انتي فاسده تعرف تحاورها,3,0,"{'0': 1.0, '1': 0.0}",train,0
337,الرجالة بتبص للستات منظور ديني لاء يعني الرجالة اللي بلاد بره بيتحرشوا بيضربوا الستات بيعاملوهم بطريقة قذرة بيبقى بسبب الدين عشان كده قلت السبب الاساسي اكيد تلاقي واحد مبرشم هيقولك انا عملت كده عشان ناقصات عقل دين,3,0,"{'0': 1.0, '1': 0.0}",train,0
338,حبي للحيوانات سبب تعلمي لقيادة السيارة أقود السيارة بهدف البحث الأحياء والشوارع الحيوانات تحتاج المساعدة والطعام أقود السيارة ليقال المرأة السعودية أصبحت تقود وإنما أحببتها لأنها تحقق هدفي مساعدة الحيوانات وقت,3,0,"{'0': 1.0, '1': 0.0}",train,0
339,والله انت اللي تفشلين مره قاعده تدافعين نسويات رخيصات يستاهلون التنمر اذا انت نفس الفصيلة مشكله والله,3,1,"{'0': 0.0, '1': 1.0}",train,0
340,الحياه أبسط اللي قاعدين نسويه بكثييير اللي حاب يقرب يقرب اللي حاب يبعد يبعد واللي يحبك تخسره واللي بيمشي تتمسك واشكره الفترة اللي كان موجود اللي يهتم فيك اهتم واللي يحسسك احساس حلو . . رده باحساس أحلى,3,0,"{'0': 1.0, '1': 0.0}",train,0
341,حزنتني لأنك مالقيت ناقصات عقل ودين الناقصات مراتب أعلى منك بكثييير انت عندك ياكامل العقل تنتقد الناس وفي مراتبهم العليا اللي تخسي توصل,3,0,"{'0': 1.0, '1': 0.0}",train,0
342,عروة عائشة أخبرته بيعة النساء قالت رسول الله صلى الله وسلم بيده امرأة يأخذ عليها أخذ عليها فأعطته قال اذهبي فقد بايعتك,3,0,"{'0': 1.0, '1': 0.0}",train,0
343,آخر إكتشافاتي ٢٠٢٠ أنه الشباب معهم حقد دراسي بينما فئة النساء تخلصوا هالشيء زمن بعيد ويالله عاد خذلك,3,0,"{'0': 1.0, '1': 0.0}",train,0
344,الملك يدعم النسويات تراه,3,0,"{'0': 1.0, '1': 0.0}",train,0
345,الله ياخذ النسويات الصبح,3,1,"{'0': 0.0, '1': 1.0}",train,0
346,منجد ولهم عين يقولون النسويات فاسدات والله روسهم الفاسدة الي مغسوله وراعين,3,0,"{'0': 1.0, '1': 0.0}",train,0
347,عود شوفونه متحررات ضالات يدورن مواضيع فارغة بشروطه وهي حرة ترفض تقبل شكو حاطات روحجن,3,0,"{'0': 0.67, '1': 0.33}",train,1
348,typical stereotype سبحان الله هالنوع عنده ناقصات عقل دين شنسوي عاد النقص ترا الريال العالمين خلق الحرمة ضلع الرجل عسب خذنا نقص الرجل,3,0,"{'0': 1.0, '1': 0.0}",train,0
349,احد قال الرجل الصالح راح يتفاهم زوجته بطريقة انها تهتم بالابناء وتكون ملكة بحياتها وببيتها دامه مقتدر ومو مقصر ابدا يخدمها برا بيتها وهي تخدمة داخله العملية مسواه لكل شخص قدرته عموما الله يلعن,3,1,"{'0': 0.0, '1': 1.0}",train,0
350,حديث ناقصات عقل دين اعتبره براهن النبوة,3,1,"{'0': 0.33, '1': 0.67}",train,1
351,التحريض النساء والجرائم المفبركه الي تطلع وناس تتفاعل معاها راح تزيد نسب العنف المرأه الي تنشروه اله أثار جانبيه كافي فبركة أخبار وكل شويه مطلعيلنه وحده قاتله زوجها وتحششون اساس الموضوع يضحك مثلا ... ماعايزين تحريض اكثر المرأه بالأصل مضطهده ومعنفه بدون سبب,3,0,"{'0': 1.0, '1': 0.0}",train,0
352,محاضره نسويات بيموتو بينهارو,3,0,"{'0': 0.67, '1': 0.33}",train,1
353,ذكوري يفكر يتكلم النسويات يقولوا نبي التفصخ ذقوا علي اعطيكم صورتي انا ناسمه متحجبه,3,0,"{'0': 1.0, '1': 0.0}",train,0
354,شتتوقع بنات شوارع,3,1,"{'0': 0.0, '1': 1.0}",train,0
355,ليـس شيم الرجال تكبر حضن إمرآه تنضج تتبرأ عقلها صنعك نقاش ناقصات عقل ودين,3,0,"{'0': 1.0, '1': 0.0}",train,0
356,هذول يطالبون بإسقاط الولاية نفس الشكليات ياسعود تفكير شراميطىي وسفاله,3,1,"{'0': 0.0, '1': 1.0}",train,0
357,داشرات,3,1,"{'0': 0.0, '1': 1.0}",train,0
358,مليانة حسابات نسويات تتقفل الذكوريين ويستخدموا معاها اقذر الالفاظ وحتى توصل انهم ينبشوا وراها ويحاولوا يضروها ويدمروا حياتها بالكامل التعصب مشكلة مجتمعنا,3,0,"{'0': 1.0, '1': 0.0}",train,0
359,يهين النساء بحجة أنهن ناقصات عقل ودين عقل دين,3,0,"{'0': 1.0, '1': 0.0}",train,0
360,ليه تروحو تركيا وتشوفو التعامل الأنثى ليه تفحصو تحثائيات امريكا العنف المرأة ليش تحلن سمانا أنكن رجعيات بدكن تحسن إحساس محدد قفانا,3,1,"{'0': 0.33, '1': 0.67}",train,1
361,العلم سيدي لاحظنا الترشيح تقدم العمر زمن اوائل النساء وبعد الدراسه الخارج,3,0,"{'0': 1.0, '1': 0.0}",train,0
362,وجالس تجلد الفسويات الحين,3,1,"{'0': 0.33, '1': 0.67}",train,1
363,انتي اوسخ النسويات اقسم بالله الواحد صار يخاف يرتبط فيكم وسخات قذرات وهذا وانتي عجوز كبيره ممحونه الاصغر منك وانا اليوم اقولك ماراح نهتم ماتفهمين,3,1,"{'0': 0.0, '1': 1.0}",train,0
364,البارح مطلعه صاحبتها وهي نايمه مسويه انها نايمه وطالع ظهرها بدون ملابس غطى وتهدد السعوديين الي ينتقدونها بالمحاكم يعني مايكفونا صايعاتنا نتحمل صايعات باقي الدول وكلهم باسم زوجي سعودي ابني سعودي,3,1,"{'0': 0.0, '1': 1.0}",train,0
365,شفتوا شلون تعيبون إوروبا شلون يتهمون النساء بالمس الشيطاني بسبب الجهل اللي انتشر يحرقونهم يسجنونهم يعذبونهم شفتوا شلون كان قتل للنساء لان نافي طلاق كان اذا واحد زوجته ماتبغيه يروح يتهمها بالخيانة يحرق بيتها احيانا يطلب مساعدة القسارسة,3,0,"{'0': 0.67, '1': 0.33}",train,1
366,منحلات صايعات ضايعات,3,1,"{'0': 0.0, '1': 1.0}",train,0
367,الحوامل وقحات طسي لبيتك مزوجينك يبون الفكه منك وناشبتلهم انتي وورعك,3,1,"{'0': 0.0, '1': 1.0}",train,0
368,دليل عدك احنا كلنا الرجل ينجذب للمرأة فمنطقيا نسبة الاغتصاب تحرش الخ تزداد النسوان يصيرن سافرات محجبات الرجل ينجذب للمرأة السافرة الي مطلعة جسمها المنتقبة والمحجبة الي ساترة جسمها تحكمون,3,1,"{'0': 0.0, '1': 1.0}",train,0
369,الرسول يقل ناقصات عقل قال ناقصات دين الحائض يجوز تصلي تصوم,3,0,"{'0': 1.0, '1': 0.0}",train,0
370,صادق حبوب منع الحمل تسبب عقم للبنت ولاكن بنات كلب يقولن للبنات الي توهن متزوجات اكلن حبوب منع حمل واذا شفتي الوضع طيب وقفي الحبوب والبنات مسكينات يتطلقن واكثر يدمر النساء نساء حاسدات قريبات صديقات امهات اوخوات اووقال ترى بتزوج كأنه يقولها لاتاكلين منع,3,0,"{'0': 0.67, '1': 0.33}",train,1
371,طبعا بإستثناء النسويه,3,0,"{'0': 1.0, '1': 0.0}",train,0
372,أولا ثقي ثقة تامة انك لستي وحدك مشكلتك مشكلة الكثير النساء الشرق الاوسط ثانيا تضعفي أبدا تعطي فرصة للمتحرش انه يدمر حياتك ادرك انه امر غاية الصعوبة انتي قوية مريتي بمواقف صعبة تخطيتيها انتي قادرة تخطي المستقبل,3,0,"{'0': 1.0, '1': 0.0}",train,0
373,انصحك وغيرك بكتاب فتاة الضباب عدة مقالات احاديث المرأة وبتعرفوا وقتها الاسلام كرم المرأة الخلل بالاسلام الخلل فينا اننا مافهمنا ولاتعبنا نفسنا نفهم الاسلام والاحاديث ووقت مايجي يقول فيكم كلمه مثلا ناقصات عقل ثرتوا وقلبتوها قيامة وكذبتوا الاحاديث,3,0,"{'0': 1.0, '1': 0.0}",train,0
374,شكد كحاب بنات شوارع,3,1,"{'0': 0.0, '1': 1.0}",train,0
375,انتي فصلتيني ضحك النسويه اساس المساواه ومش عايزه تخلي الرجل اقل المراه العكس المجتمع الي انتي عايشه رافض النسويه بسبب انهم رافضين المساواه فهل انتي فاهمه كلامك هبد,3,0,"{'0': 0.67, '1': 0.33}",train,1
376,خلاص ماشي تحيا المرأة المتحررة,3,0,"{'0': 1.0, '1': 0.0}",train,0
377,قال ابن القيم رحمه الله الطرق الحكمية صـ٤٠٧ أعظم أسباب الموت العام كثرة الزنا بسبب تمكين النساء اختلاطهن بالرجال والمشي بينهم متبرجات متجملات علم أولياء الأمر فساد الدنيا والرعية قبل الدين لكانوا أشد شيء منع لذلك,3,1,"{'0': 0.33, '1': 0.67}",train,1
378,خلها ربك يمنعونهن زيارة والديهن بدون سبب تحكم فقط الله سلط عليهم هالجيل نساء عاصيات متسلطات لاتتورع سحره والعياذ بالله,3,1,"{'0': 0.33, '1': 0.67}",train,1
379,المقصد المراءة العاقلة اللتي تساعد المجتمع والوطن مراءة مثل النسويات يساعدن تفكيك المجتمع وطمس العادات والتقاليد وادخال افكار دخيله كالشذوذ,3,1,"{'0': 0.33, '1': 0.67}",train,1
380,الإمام الطيب ودعم حقوق المرأة والطفل دعم فضيلته حقوق الطفل بشكل دائم ومستمر فقد أطلق حملات توعوية إلكترونية لمناهضة العنف الأطفال مثل حملة وحملة إنها رحمة وغير جهود فضيلة الإمام الأكبر نشر الس الم جتمعي ودعم حقوق المرأة والطفل موسى,3,0,"{'0': 1.0, '1': 0.0}",train,0
381,هذول تابعتهم رخيصات الرخص الحلو,3,1,"{'0': 0.0, '1': 1.0}",train,0
382,صادقه بعضهن متسلطات مريضات,3,1,"{'0': 0.33, '1': 0.67}",train,1
383,اول قلت الي نزلوا صورهم محترمين رخيصات نفسها وقحي وبعدين فسوية معليك شرهه عاد تفكرون مؤخرتكم خساره وقتي ضيعته فسويه اصلا يدافع المقح الا فسويات لان يبونها ويكذبون يقولون حقوق المراءة وهم يبون,3,1,"{'0': 0.0, '1': 1.0}",train,0
384,فجور النساء راح يدمر هالديره فوق الفساد المالي فساد اخلاقي,3,1,"{'0': 0.0, '1': 1.0}",train,0
385,محمد العود الأخضر النساء عود اخضر قابل بأن ثمر وقابل بأن زهر قابل بأن لقد اثمرت الأم باالولد والبنت وازهرت الأخت بالعلم والمعرفة وضحت الزوجة بعمرها أجل سكن القلب وتغلغل الفؤاد برغم لهيب الحياة أنها تحترق,3,0,"{'0': 1.0, '1': 0.0}",train,0
386,مافي اسمه رخيصات ذولي بنات بعدين يجي خنيـث ويستغلهم وبعدين يجي واحد مريض يسميهم رخيصات وبس والله,3,0,"{'0': 1.0, '1': 0.0}",train,0
387,ناقصات عقل بسبب شهادتها تعادل شهادة الرجل وأيضا بسبب عاطفتها حسب ماقرأت ناقصات دين بسبب الحيض والدوره الشهريه والحمل وهي معذورة الله انها لاتصلي ولاتصوم الظروف الثلاثه ولاكن عليها قضاء الصوم فقظ,3,0,"{'0': 1.0, '1': 0.0}",train,0
388,نسوية امرأة امرأة نسويه,3,0,"{'0': 1.0, '1': 0.0}",train,0
389,يتطلب الوصول للعدالة للنساء الناجيات النظر موضوع العنف الجنسي منظور هيكلي يأخذ تداخل العوامل والكلفة السياسية والاقتصادية والاجتماعية والثقافية للعنف الجنسي والمجتمعات,3,0,"{'0': 1.0, '1': 0.0}",train,0
