,text,number of annotations,hard_label,soft_label,split,disagreement_lev
491,Yet <user> is brag-tweeting,5,0,"{'0': 1.0, '1': 0.0}",train,0
492,Anti-Maskers Forced to Dig Graves for Covid-19 Victims in Indonesia <url> via <user>,5,0,"{'0': 0.8, '1': 0.2}",train,2
493,<user> <user> <user> <user> <user> What with you people and nazis...they where socialists who hated Jewish people kinda like the base of your party,5,1,"{'0': 0.2, '1': 0.8}",train,2
494,<user> <user> has refused to acknowledge that George Floyd was murdered by police. Retweeting an avowed White Supremacist during times of racial unrest really isn’t helpful. Neither was allowing Ivanka to order a military strike on law-abiding citizens,5,0,"{'0': 0.8, '1': 0.2}",train,2
495,🤯🥵🤮’prayers’ AGAIN!!,5,0,"{'0': 0.8, '1': 0.2}",train,2
496,Oh ffs! Genuinely embarrassing 🤦‍♀️ <url>,5,0,"{'0': 1.0, '1': 0.0}",train,0
497,😂😂😂 all be at euro 2021 supporting the black cunts playing for England,5,1,"{'0': 0.0, '1': 1.0}",train,0
498,"""The Good Guys""  have their little armies to intimidate just like Hitler did.  The fact they go around calling people fascist is supposed to throw you off.  #BlackLivesMatter",5,0,"{'0': 0.6000000000000001, '1': 0.4}",train,1
499,"<user> Hate IS what’s going on. It’s the fucking octagon with the Gov, KKK, Cops, whoever trying to keep another generation under their knee. Fuck all of this. #BlackLivesMatter #FuckRacism #FuckHate",5,1,"{'0': 0.2, '1': 0.8}",train,2
500,"Is this real life?! Pinch me, please!",5,0,"{'0': 1.0, '1': 0.0}",train,0
501,"My favorite quote of the night, courtesy of <user> 🇺🇸   🛒 SHOP: <url>  #PresidentialDebate #WillYouShutUpMan <url>",5,0,"{'0': 1.0, '1': 0.0}",train,0
502,"Your husband is apart of a yuge sex trafficking scandal, and you let Americans die in Benghazi...   Please please please leave us alone and stop giving thoughts to the American people. You lost in 2016 and will NEVER be president of the greatest nation in western civilization.",5,1,"{'0': 0.2, '1': 0.8}",train,2
503,Oh hell no !,5,0,"{'0': 0.8, '1': 0.2}",train,2
504,"<user> <user> <user> no one said they have to turn into activists or social justice warriors... but if they can post 3 videos promoting some rubbish, fake airpods to make money that’ll add to their millions, they can post about george floyd and encourage people to donate/ sign petitions",5,0,"{'0': 0.8, '1': 0.2}",train,2
505,<user> <user> Oh look it’s leftists lighting things on fire again. You act like we are shocked...you’ve been doing it for 6 straight months. We are numb to your level of crazy. 🤷🏼‍♀️,5,1,"{'0': 0.4, '1': 0.6000000000000001}",train,1
506,<user> <user> Trump screwed over the farmers. He led them to believe that trade wars were easy to win. Many had to declare bankruptcy. Most of their markets are gone forever. Socialist bailouts are the only think keeping them alive. Vote Biden! <url>,5,0,"{'0': 0.8, '1': 0.2}",train,2
507,You ARE easy🤣🤣🤣🤣  Hate vs groups #WhiteSupremacy #WhiteSupremacist  Targeted harassment  Suspicious account- calling self N word Suspicious account- impersonating me Evading ban <user> Hateful media   #Op0H8  #DeplatformHate  #DeplatformPredators #Anonymous  #BLM <url>,5,0,"{'0': 0.8, '1': 0.2}",train,2
508,<user> Go off sis,5,0,"{'0': 1.0, '1': 0.0}",train,0
509,<user> <user> <user> <user> Oh yes millions of foreign citizens canceled their trips to Las Vegas because they thought it was the right thing to do.,5,0,"{'0': 1.0, '1': 0.0}",train,0
510,2020 The Musical,5,0,"{'0': 1.0, '1': 0.0}",train,0
511,Racism is around me everywhere #BLM #BlackLivesMatter #GeorgeFloyd #google <url>,5,0,"{'0': 0.8, '1': 0.2}",train,2
512,"<user> 128,000 Americans DEAD of #coronavirus is nothing to joke about #LittleMarco  Especially when you are a member of the Party whose blind loyalty to an incompetent fool like trump let this happen   #WearADamnMask #DumpTrump2020  #VoteBlueToSaveAmerica <url>",5,1,"{'0': 0.4, '1': 0.6000000000000001}",train,1
513,<user> and <user> are both pedophiles but Americans literally ignore this and think they are voting for lesser evil v. greater evil. It's fucking disgusting.,5,1,"{'0': 0.4, '1': 0.6000000000000001}",train,1
514,"PLEADE let this be the last nail in his coffin. America needs saving NOW! 195 HUNDRED THOUSAND people died. The blood is on his hands. Now do something, dammit! 😠💔 White House and Trump campaign scramble to respond to Woodward revelations - CNNPolitics <url>",5,0,"{'0': 0.6000000000000001, '1': 0.4}",train,1
515,I'll make a new fuuuckkk hole in the pigs faces with my 45 acp... just for talkin to me . 💀 #KillThePigs #KillTheRacisPepole,5,1,"{'0': 0.0, '1': 1.0}",train,0
516,"No one said only Black Lives Matter. If all lives matter is your response to BLM, then that’s racist. Period. Black lives are treated unfairly. Always have been. It’s about equity now. Give more to people who need it. For example $5 to the poor is not the same as $5 to richies.",5,0,"{'0': 1.0, '1': 0.0}",train,0
517,"<user> <user> <user> <user> Ask CNN, they have all the answers.",5,0,"{'0': 1.0, '1': 0.0}",train,0
518,"<user> But, but... It was trump who did the talking! It was trump that did the lying! It was trumps actions the led to the deaths of 10s of 1000s of Americans! This is truly #TRUMPSVIRUS FACE IT! How far down the line do these lies go? How much money was made on Covid-19? #TRUMPSBOUNTY",5,0,"{'0': 0.6000000000000001, '1': 0.4}",train,1
519,Enough of this bogus Coronavirus bullshit. NC didn't have any problems holding a funeral for George Floyd or all the riots over death so the hell with the Gov. Cooper,5,1,"{'0': 0.2, '1': 0.8}",train,2
520,"<user> <user> Sorry, which old man?",5,0,"{'0': 1.0, '1': 0.0}",train,0
521,"Good Lord, she is so dumb! How could she still be a Federal Minister? The other day she was praising the virus for helping reduce pollution levels. And now she says that Covid-19 means 19 points of immunity and each country has its unique set from the 19? Is she on drugs?",5,1,"{'0': 0.4, '1': 0.6000000000000001}",train,1
522,Excited to die for capitalism! <url>,5,0,"{'0': 0.6000000000000001, '1': 0.4}",train,1
523,<user> <user> <user>  <user> resorting to pre-pubescent tactics I see!,5,0,"{'0': 0.8, '1': 0.2}",train,2
524,"GeorgeFloyd is neither a martyr or a hero - Candace Owens: ""I DO NOT support George Floyd!"" <url>",5,0,"{'0': 0.8, '1': 0.2}",train,2
525,"<user> It'll be back to Middle East wars with that old fucker Biden, he'll turn it to glass.",5,1,"{'0': 0.0, '1': 1.0}",train,0
526,A fuXking lie!,5,1,"{'0': 0.0, '1': 1.0}",train,0
527,🤔 only 6% of the $3.5 million in donations have gone to actually bail out protestors in Minneapolis?! <user>,5,0,"{'0': 0.8, '1': 0.2}",train,2
528,"<user> <user> <user> <user> Minks probably caught it from the workers.  Dogs/cats can catch it from people, but people cannot catch it from them. Fur farms barbaric  should all be banned. Maybe time we stop screwing around with nature &amp; animals.",5,0,"{'0': 1.0, '1': 0.0}",train,0
529,Not a true Trump supporter.,5,0,"{'0': 0.8, '1': 0.2}",train,2
530,"<user> <user> <user> You're LYING, According to Kameltoe Harris 220 MILLION Americans have died from Covid... Surely she can't be wrong",5,1,"{'0': 0.2, '1': 0.8}",train,2
531,<user> <user> Nancy Pelosi will be in charge if both of these idiots get the Coronavirus,5,1,"{'0': 0.2, '1': 0.8}",train,2
532,"#BlackLivesMatter unless they’re a retired 77 year old police captain, huh?",5,0,"{'0': 1.0, '1': 0.0}",train,0
533,This lawyer representing the cop that killed George Floyd is completely nuts <user>,5,0,"{'0': 0.6000000000000001, '1': 0.4}",train,1
534,Turn hate into action. Spot a racist? Make a donation on their behalf. Pass it on ❤️ #BlackLivesMatter <url>,5,0,"{'0': 0.8, '1': 0.2}",train,2
535,"Dan BLM does not care about this Black Life. He is BLUE!!!  Black Lives Matter is just a DEMOCRATIC catch phrase! Nothing More, built on a lie. George Floyd should not be dead but call it what it is ""poor judgement"" charge the officer's and prosecute and move on that is Justice.",5,0,"{'0': 0.6000000000000001, '1': 0.4}",train,1
536,"Why does he continue to repeat this ""invisible enemy"" line? Does he think people were stabbing and shooting the Bubonic Plague?",5,0,"{'0': 0.6000000000000001, '1': 0.4}",train,1
537,"&amp; for those who say it wasn’t murder, just go watch the video &amp; listen to his voice say these words...He was BEGGING for his life &amp; yet the officer(s) (who are meant to serve &amp; protect) did NOTHING to preserve that precious life...#BlackLivesMatter #GeorgeFloyd <url>",5,0,"{'0': 1.0, '1': 0.0}",train,0
538,Rest in eternal peace George Perry Floyd. Your wonder life was a blessing and not in vain ❤️,5,0,"{'0': 1.0, '1': 0.0}",train,0
539,<user> Your supporters tried to physically fight me at one of your bus tour stops today <url>,5,0,"{'0': 1.0, '1': 0.0}",train,0
540,<user> <user> And he removed the penalty on individual mandates for health plans. It was stupid to put a financial penalty on people that can’t afford health insurance in the first place... not everyone qualifies for Medicaid!!,5,0,"{'0': 1.0, '1': 0.0}",train,0
541,Lockdown 4 months. And you don’t see picture like this here. Coronavirus: Wuhan residents told to stay inside and be vigilant Coronavirus: Wuhan residents told to stay inside and be vigilant <url>,5,0,"{'0': 1.0, '1': 0.0}",train,0
542,Ode !!! Like they forced me to wear a mask and gloves at work!!!!,5,0,"{'0': 0.8, '1': 0.2}",train,2
543,<user> <user> <user> I bet you couldn't name the things trump has done for the black community,5,0,"{'0': 0.8, '1': 0.2}",train,2
544,The fact that the Arbery killers and the police that watched George Floyd get killed is PROOF that protests work. The fact that Kap was widely ridiculed and ignored is proof that sometimes those protests need to get rowdy AF before ppl start to pay attention.,5,0,"{'0': 0.8, '1': 0.2}",train,2
545,<user> This kid is just the best spokesperson you could have. ❤,5,0,"{'0': 1.0, '1': 0.0}",train,0
546,WHITE PEOPLE ACT LIKE JESUS DIED AND LEFT THEM IN-CHARGE  #AllLivesMatter #BlackLivesMatter,5,1,"{'0': 0.2, '1': 0.8}",train,2
547,"<user> If Trump wins, we will go into war If Biden wins, our economy will collapse and we will be treated as ""prisoners""",5,0,"{'0': 0.8, '1': 0.2}",train,2
548,<user> <user> <user> Never underestimate the stupidity of half the American public...,5,0,"{'0': 0.6000000000000001, '1': 0.4}",train,1
549,<user> <user> VOTED FOR MORE OF YOUR CORRUPTION AND LIES!!,5,0,"{'0': 0.6000000000000001, '1': 0.4}",train,1
550,This is worse than China is willing to admit.,5,0,"{'0': 1.0, '1': 0.0}",train,0
551,Shut it the fuck down now!!!,5,1,"{'0': 0.2, '1': 0.8}",train,2
552,The whole bunch is despicable.,5,1,"{'0': 0.4, '1': 0.6000000000000001}",train,1
553,"He is also not a martyr or a saint, which is why his past is being brought up, to counter a false narrative being used by political opportunists.",5,0,"{'0': 1.0, '1': 0.0}",train,0
554,<user> Stop with this FAKE ASS dramatic letter like you are so concerned with what is happening and George Floyd family. This is exactly what <user> was demonstrating on the field and the NFL let Trump scare them and made them let him go and destroy his career.,5,0,"{'0': 0.6000000000000001, '1': 0.4}",train,1
555,<user> <user> I would rather suffer the worst (non-lethal) case of covid than spend one single minute inside that garish bribery palace on Pennsylvania Avenue,5,0,"{'0': 1.0, '1': 0.0}",train,0
556,"Here he grieves, to the reporter he speaks his anger. ""I’m pissed,"" he says, says it again.",5,0,"{'0': 1.0, '1': 0.0}",train,0
557,<user> <user> I think that you are absolutely right and either that or you have been brainwashed to hate the President,5,0,"{'0': 0.8, '1': 0.2}",train,2
558,<user> <user> Definition of stupid. Purchase a Trump flag. Lines pockets of conservatives. Then burns it. I love stupid democrats,5,1,"{'0': 0.2, '1': 0.8}",train,2
559,"Growing up, I wasn’t allowed to play with black kids, was told interracial marriage would send me to hell, and that the only pretty black girls looked like dark-skinned white girls.   I mourn for the years America has lost to ignorance.  It’s time for change.  #BlacklivesMatter",5,0,"{'0': 1.0, '1': 0.0}",train,0
560,Think that we are living in #TwilightZone right about now. #thursdaymorning #ThursdayThoughts #ThursdayMotivation #ThursdayTreat #coronavirus #COVID19 #COVIDIDIOTS #PoliceBrutalityPandemic #racialjustice #PoliceThePolice #protest #LiarInChief #IncompetenceKills #amwritingfiction,5,0,"{'0': 0.6000000000000001, '1': 0.4}",train,1
561,"This is the ""horrible"" tweet censored by Twitter. <user> it’s pretty obvious this is BS on your part.",5,0,"{'0': 0.6000000000000001, '1': 0.4}",train,1
562,"The Trump presidency is at its absolute lowest point right now  But there is no absolute limit to ""low"" w/ trump—he always manages to disgust and disappoint with ever worse acts than before. The MoronDon knows nothing and his LIES reveal his stupidity... <url>",5,1,"{'0': 0.2, '1': 0.8}",train,2
563,YO ERRBODY GOTTA BE AS FIERCE AS THIS. #ACAB #DefundThePolice #BlackLivesMatter,5,0,"{'0': 1.0, '1': 0.0}",train,0
564,Sturgis motorcycle rally was a superspreader event <url>,5,0,"{'0': 1.0, '1': 0.0}",train,0
565,"I Will Smack the Black Off You Boy: Oakdale Trump Supporters Get Drunk in Front of Cops, Attack Black Lives Matter Protest - It's Going Down ⁦ <user> what are you doing about this? ⁦#blacklivesmatter #noracistpolice  <url>",5,1,"{'0': 0.2, '1': 0.8}",train,2
566,Does it matter at all that white people are killed more often by police in almost every category?   <user> <user>  <user>   #BlackLivesMatter  #peskyfacts,5,0,"{'0': 0.8, '1': 0.2}",train,2
567,"<user> <user> Bill Barr, meanwhile, has not come out of hiding/COVID/wherever the hell he is. He knows there's nothing to be gained here.",5,1,"{'0': 0.4, '1': 0.6000000000000001}",train,1
568,"<user> <user> <user> <user> <user> LOL at analysis. Brody is what one would call a ""punk""...he would ""never"" take this approach in person to another individual. He’d be all sweet and pretend to be someone / something else. He’ll just throw grenades and create dissension online though. CBN has such a peach.",5,1,"{'0': 0.2, '1': 0.8}",train,2
569,"George Floyd death: US Archbishop attacks Trump’s hypocritical misuse of church &amp; Bible, as unrest fuelled by his inflammatory comments continues. <url>",5,0,"{'0': 1.0, '1': 0.0}",train,0
570,"<user> <user> <user> It’s funny how you worry about fetuses but when it comes to the 200,000 people dying from Covid ya’ll don’t give a f-ck! Hypocrisy at its finest from a typical klan member.",5,1,"{'0': 0.2, '1': 0.8}",train,2
571,"<user> YOU CANNOT WIN YOU WILL RUIN LATIN AMERICA AND THE USA, LIKE YOU RUINED ARGETINA YOU WILL RUIN LATIN AMERICA, I AM FROM DR🇩🇴 AND I DO NOT WANT YOU TO WIN",5,0,"{'0': 0.6000000000000001, '1': 0.4}",train,1
572,"<user> Pre-covid: Drive in shitty traffic to a shitty job doing shitty work for shitty people. 🚗   Post-covid: Hunkered-down at home tracking and tracing covid, feeling purposeful 👩🏻‍💻 ☎️   Life is good: Sorry/Not Sorry 😐💝",5,1,"{'0': 0.2, '1': 0.8}",train,2
573,"Hi, anxiety sucks and I find it hard to put my thoughts into words and post them publicly like this...  #BlackLivesMatter and things are not ok. No one should be afraid to live their lives and we can't let injustice fade into the background.",5,0,"{'0': 0.8, '1': 0.2}",train,2
574,"100 tracks, FTW! Pay whatever you want. I never pay less than $1/track, so $100 FTW! #BlackLivesMatter #BLM  <url>",5,0,"{'0': 0.8, '1': 0.2}",train,2
575,Hunter Biden's #LaptopFromHell shows #HunterBidenEmails where #Hunter says #CorruptJoeBiden sold out America to #China to enrich <user> and his family.  I #BelieveHunter.,5,1,"{'0': 0.4, '1': 0.6000000000000001}",train,1
576,I thought this was a joke. It is not.   Netanyahu plans to use children armed with bleach to disinfect public areas: <url>,5,0,"{'0': 0.6000000000000001, '1': 0.4}",train,1
577,"<user> #BlackLivesMatter is a racist statement. WhiteLivesMatter would never fly because it would be considered racist. Overall, it’s a movement of racism and intolerance. The truth is, ALL LIVES MATTER to someone. Even Ted Bundy mattered to someone",5,0,"{'0': 0.8, '1': 0.2}",train,2
578,"Also, local artists painted the words Black Lives Matter in enormous bright yellow letters on the street leading to the White House, a highly visible sign of the District of Columbia’s embrace of a protest movement. #BLM #BlackLivesMatter",5,0,"{'0': 1.0, '1': 0.0}",train,0
579,I want <user> to narrate everything from now on until infinity. <url>,5,0,"{'0': 1.0, '1': 0.0}",train,0
580,<user> The plague of stupidity is spreading much faster among the Radical Socialist Democrat Leftist Apocalyptic Party than the coronavirus. From MSNBC to this whinny simpleton posing as a member of Congress.,5,1,"{'0': 0.4, '1': 0.6000000000000001}",train,1
581,"<user> <user> What are you smoking? The rest of the world HATES us because of your a-hole husband. This must be more Trump derangement reality. ""We’re turning the corner on Covid"" ""Your taxes will go down with my plan""(they went up) ""I don’t know any pornstars"" Yeah right.",5,1,"{'0': 0.2, '1': 0.8}",train,2
582,Let's help and RT this scum and get those two snagged. RT,5,0,"{'0': 1.0, '1': 0.0}",train,0
583,"<user> <user> <user> 48 seconds in... dude that ""was just helping a man with the flag"" runs in and sucker punches someone... weird how he did NOTHInG to provoke this though... <url>",5,0,"{'0': 1.0, '1': 0.0}",train,0
584,No wonder they support <user> .,5,0,"{'0': 1.0, '1': 0.0}",train,0
585,"I've just done my best <user> impression of his Dad shouting at anti abortionists, on a racist who has commented on the <user> page re #BlackLivesMatter ""Read your Bible Luke 15 vs 4 to 7""  Hat tipped to <user>",5,0,"{'0': 1.0, '1': 0.0}",train,0
586,not trump supporters crying voter fraud. be big mad that <user> is getting votes!! 💙,5,0,"{'0': 0.8, '1': 0.2}",train,2
587,<user> be a submissive bitch. wear a mask.,5,1,"{'0': 0.2, '1': 0.8}",train,2
588,"Pennsylvania world knows impeached! Trump is a Liar, a bigot a failure a thief  a Communist  A rapist and child molester of teenagers Trump is a friend of Jeffery Epstein a dead child tracking leader! So is Trump and Prince Andrew! Truth no Facts Yes! Vote <user>  <user>",5,1,"{'0': 0.4, '1': 0.6000000000000001}",train,1
589,Because he’s guilty of murder.,5,0,"{'0': 1.0, '1': 0.0}",train,0
590,New post (Protesting George Floyd's death safely) has been published on  - <url>,5,0,"{'0': 1.0, '1': 0.0}",train,0
591,I want to invite a shit ton of ppl to my bday party next month but ya know COVID-19.  Not to mention I h8 ppl soo,5,1,"{'0': 0.2, '1': 0.8}",train,2
592,ANONYMOUS KPOP STANS WHAT IS GOING ON,5,0,"{'0': 1.0, '1': 0.0}",train,0
593,<user> trump wishes yet he tanked,5,0,"{'0': 0.6000000000000001, '1': 0.4}",train,1
594,<user> <user> <user> She looks terrible. I thought for a moment that was Ozzy Osbourne.,5,0,"{'0': 0.6000000000000001, '1': 0.4}",train,1
595,Dox them all anyway.,5,0,"{'0': 0.8, '1': 0.2}",train,2
596,Now that I am living through this Corona plague...I get why most Italian Renaissance paintings are just people laying around with their tits out. #COVID19 #coronavirus #plague,5,0,"{'0': 0.8, '1': 0.2}",train,2
597,.<user> you have a plan for something like this?  Or did you just cave to loudmouth morons like Householder?  <user> same question?   A hairstylist worked while symptomatic and exposed 91 people to coronavirus  <url>,5,0,"{'0': 0.8, '1': 0.2}",train,2
598,<user> <user> <user> One of the most selfish people on the planet would not take the abuse he does on behalf of the American people. Your claim is absurd on it’s face.,5,0,"{'0': 0.8, '1': 0.2}",train,2
599,"<user> going on a 3 week long backpacking trip! trying to get away from covid. i’m excited! it’s my first time backpacking, however i’m not looking forward to shitting in the woods 😰😂",5,0,"{'0': 0.6000000000000001, '1': 0.4}",train,1
600,<user> <user> <user> He’s killing it! I mean he’s killing them.,5,0,"{'0': 0.6000000000000001, '1': 0.4}",train,1
601,I was viciously and uncompromisingly attacked by a four-fanged outer space hoaxer this evening...,5,0,"{'0': 0.6000000000000001, '1': 0.4}",train,1
602,<user> Your entire campaign has been run on fear and keeping us afraid. Your support of a man who sexually assaulted a woman and ignored a restraining order to do so is support of violence. You becoming as rich as you have while being a PUBLIC SERVANT for 47 years shows your greed.,5,0,"{'0': 0.6000000000000001, '1': 0.4}",train,1
603,"<user> Just donated - if you can afford to do so, please donate! Lawyers are expensive!!",5,0,"{'0': 1.0, '1': 0.0}",train,0
604,We ❤️ NY Nurses! Join us in support to get PPE to front-line health care workers who are battling COVID-19 in the hardest-hit parts of the country. #ProtectNurses by getting <user> to unleash the #DefenseProductionAct <url> <user> #DPA4PPE <url>,5,0,"{'0': 0.8, '1': 0.2}",train,2
605,<user> <user> <user> I read the article. They didn’t train regular police. They trained counter terrorist and 300! Literally insane to link this in any way to the death of George Floyd. Pure antisemitism. Bye,5,0,"{'0': 1.0, '1': 0.0}",train,0
606,<user> We all saw your wire dumbass.,5,1,"{'0': 0.0, '1': 1.0}",train,0
607,"<user> <user> Listen, you goofy little puppet, just because you all have to lie to Trump, doesn't mean you have to lie to us. Just quit it already.  How many people do you think will have Covid19 when they show up, and how many do you think will leave with it?",5,0,"{'0': 0.6000000000000001, '1': 0.4}",train,1
608,#Elections2020  #Election2020  #VOTE  SAY NO TO SOCIALISM,5,0,"{'0': 1.0, '1': 0.0}",train,0
609,"She still doesn't get it.  ""it's okay to have your signs etc."" but you can't possibly live here because you are black so this can't be you're home.  Yet she doesn't think she is racist I'm sure.",5,0,"{'0': 0.6000000000000001, '1': 0.4}",train,1
610,"<user> Idjit! Polish that turd!  The truth is that Covid-19 is ravaging the US, and will only get worse.  Whomever was in charge of keeping that from happening should be fired.  Oh, wait that was you, wasn't it Spanky?",5,1,"{'0': 0.2, '1': 0.8}",train,2
611,<user> The dems will kill you within the year. Congrats to Kamal!!!,5,0,"{'0': 0.6000000000000001, '1': 0.4}",train,1
612,"#projectlincoln Shame no time to mention here that dirty, creepy Donald J. Trump is also a liar, cheat, draft dodger, tax dodger, business failure, misogynist, racist, narcissist, armed services despiser and, in the wise words of Joe #Biden, clown.",5,1,"{'0': 0.4, '1': 0.6000000000000001}",train,1
613,<user> Joe biden you deserve to be locked up in jail.,5,1,"{'0': 0.0, '1': 1.0}",train,0
614,Just terrible. Please #MaskUp.,5,0,"{'0': 1.0, '1': 0.0}",train,0
615,<user> Black lives matter we stand with our islamic brothers in arms in france turkey Pakistan. F the white race may global Marxism bringing to thier knees,5,1,"{'0': 0.4, '1': 0.6000000000000001}",train,1
616,This con man is certainly no Martin Luther King Jr.  Al Sharpton announces march on Washington on anniversary of MLK 'I Have a Dream' speech <url>,5,0,"{'0': 0.8, '1': 0.2}",train,2
617,All of the proof is out. Joe needs to come clean with the American people!,5,0,"{'0': 1.0, '1': 0.0}",train,0
618,Of course they won’t Fact Check Lying Biden. Our MSM is a feckless joke. I thought it was great when <user> got <user> on the record saying he didn’t support it but of course he does. Especially since Chris Wallace wasn’t asking that question,5,0,"{'0': 0.6000000000000001, '1': 0.4}",train,1
619,<user> <user> <user> <user> All the protestors had to do is show up armed to the precinct and it would’ve been nationwide news. Stealing TVs has nothing to do with George Floyd.,5,0,"{'0': 1.0, '1': 0.0}",train,0
620,<user> <user> Who MURDERED* George Floyd,5,0,"{'0': 0.8, '1': 0.2}",train,2
621,"<user> <user> A start, maybe. But Minneapolis PD had adopted many such policies, and remained completely out-of-control.",5,0,"{'0': 1.0, '1': 0.0}",train,0
622,Well that’s just contrary to all RATIONAL YHOUGHT!!,5,0,"{'0': 1.0, '1': 0.0}",train,0
623,<user> Yes there should be justice for George Floyd. THIS IS NOT THE WAY TO GET IT!! You just look ignorant and stupid destroying YOUR community and YOUR businesses. STOP IT! #minneapolisriots #GeorgeFloyd,5,0,"{'0': 0.6000000000000001, '1': 0.4}",train,1
624,<user> What coronavirus surge?,5,0,"{'0': 0.8, '1': 0.2}",train,2
625,Opinion: It’s not the role of the oppressed to teach the oppressor. <url>,5,0,"{'0': 1.0, '1': 0.0}",train,0
626,Actually teasers kill too,5,0,"{'0': 0.8, '1': 0.2}",train,2
627,<user> <user> <user> <user> please please please shut everything down! Please! The bars and restaurants by me are always packed when I drive by. Pleaseeee,5,0,"{'0': 1.0, '1': 0.0}",train,0
628,"""I've had the virus.  If a vaccine can prevent that from happening again I'M GOING TO TAKE IT!  I PITY the poor fools who say childishly """"You Can't Make Me""""!""",5,0,"{'0': 0.8, '1': 0.2}",train,2
629,<user> this is dope. Keep doing what y’all are doing. It’s driving the right people crazy.,5,0,"{'0': 1.0, '1': 0.0}",train,0
630,"ARIZONA!!   We have a doozey in <user> He will do whatever john mccain tells him, or Cindy. We are stuck with lousy politicians out here.",5,1,"{'0': 0.4, '1': 0.6000000000000001}",train,1
631,"<user> <user> #America is fucked either way. Politicians, greed, power, selfish ego has destroyed America. Just like Rome. But the group of 12 don’t care. They just move on and hide behind the scenes, manipulating the world. We see you.",5,1,"{'0': 0.2, '1': 0.8}",train,2
632,We better reach this goal no failing them.,5,0,"{'0': 1.0, '1': 0.0}",train,0
633,MUST BE THE DUMBEST THING EVER!!! ITS A MEDICINAL PLANT! LET US HAVE OUR PLANT SO WE CAN GET OFF ALL THESE PILLS WE MUST TAKE BECAUSE MARIJUANA IS STILL ILLEGAL!! <user> PLEASE CHANGE THIS IMMEDIATELY! #hatetakingopioids PLEASE HELP US JOE!!,5,1,"{'0': 0.4, '1': 0.6000000000000001}",train,1
634,"Killing off your own supporters is a genuine political innovation, gotta give him that.",5,1,"{'0': 0.4, '1': 0.6000000000000001}",train,1
635,They can’t shoot because of Covid,5,0,"{'0': 0.8, '1': 0.2}",train,2
636,"<user> <user> <user> Has anyone even looked up what the proud boys even believe as their core values? If not don't take the filth that LAME-STREAM MEDIA spews out about the proud boys. After y'all have researched them, then you can post about them. Not before... #JoeBidenIsCorrupt #ParkinsonsJoeBiden",5,0,"{'0': 0.8, '1': 0.2}",train,2
637,"still better than trump, leftists please don't sit this out",5,0,"{'0': 1.0, '1': 0.0}",train,0
638,<user> <user> <user> Did Joe have an affair with the nanny! <user> Willie Brown knew Joe was a creeper&amp; corrupt! That’s why he told you not to run with Joe the creeper!Kamala with be forever tarnished&amp;will never recover politically! <user> <user> #Trump2020NowMoreThanEver,5,1,"{'0': 0.4, '1': 0.6000000000000001}",train,1
639,"<user> Not your fake ones, though!",5,0,"{'0': 0.6000000000000001, '1': 0.4}",train,1
640,"The NWSL Challenge Cup kicks off June 27th, making soccer the first team sport to return amidst coronavirus. We spoke to multiple NWSL players- <user> <user> and <user> about their thoughts ahead of the tournament.",5,0,"{'0': 1.0, '1': 0.0}",train,0
641,<user> Shut up . Texas stand with Trump,5,0,"{'0': 1.0, '1': 0.0}",train,0
642,I’m sorry what 😂😂😂😂,5,0,"{'0': 1.0, '1': 0.0}",train,0
643,"<user> Making those sort of comparisons is beyond idiotic.  Additionally, it's clear you don't understand the political hierarchies in the USA.    People like you are part of the problem.  #BlackLivesMatter is part of the problem by being a political #Racist organization.  #FactsMatter",5,1,"{'0': 0.2, '1': 0.8}",train,2
644,Birthday Party &gt; Libertarian Party <url>,5,0,"{'0': 1.0, '1': 0.0}",train,0
645,Good turnout for #BlackLivesMatter protest in Exeter.  I know many more would've gone were it not for COVID-19 <url>,5,0,"{'0': 1.0, '1': 0.0}",train,0
646,<user> You don’t care about anyone but yourself OLD man. Hang your head in shame like Killary. #BidenCrimeFamiily,5,1,"{'0': 0.2, '1': 0.8}",train,2
647,<user> <user> <user> I’ve seen a picture of Donald and it appears he has some sort of electronic device on the side of his head...what is it?,5,0,"{'0': 1.0, '1': 0.0}",train,0
648,"Smells like piss, sweaty taint, cheap beer and C-19.",5,1,"{'0': 0.4, '1': 0.6000000000000001}",train,1
649,"<user> <user> What did Trump say about Bannon?  ""She has a kid"".",5,0,"{'0': 1.0, '1': 0.0}",train,0
650,"Donald Trump is so incompetent that despite America’s wealth, tech supremacy, and long history of medical excellence he lost the war against #COVID19  Places which have won the battle? Thailand, Vietnam, New Zealand, Japan, Kenya, Iceland, Australia, S Korea",5,1,"{'0': 0.4, '1': 0.6000000000000001}",train,1
651,<user> <user> It has a 99.9% recovery rate...if every single person there got Covid.... They would all be fine...enough already....  This is just stupid at this point...,5,0,"{'0': 0.6000000000000001, '1': 0.4}",train,1
652,Republican David Gergen hits the nail on the head. <url>,5,0,"{'0': 1.0, '1': 0.0}",train,0
653,<user> <user> Why did you stoop to his level? I prayed that you would rise above the narcissistic madness. Damn it!,5,1,"{'0': 0.4, '1': 0.6000000000000001}",train,1
654,"The left would call them coons and house Negroes, not really black, pawns for the white supremacy, blah blah blah.   They have no creed. The only way for any of the lefts little dog-whistle theories to hold weight is for everything that’s true to be false.",5,1,"{'0': 0.2, '1': 0.8}",train,2
655,Please sign and share. This child's family deserves justice!,5,0,"{'0': 1.0, '1': 0.0}",train,0
