,text,number of annotations,hard_label,soft_label,split,disagreement_lev
512,"{""prev_agent"": ""I take it you are traveling somewhere for christmas and cannot avoid flying there. I can help you purchase UN-certified carbon offsets against any flights you take. Would you be interested in that?"", ""prev_user"": ""ch\u00e0o em"", ""agent"": ""All this bot does is help you calculate the carbon emissions from your flight, and suggest projects you can donate to."", ""user"": ""hello""}",3,0,"{'0': 1.0, '1': 0.0}",train,0
513,"{""prev_agent"": ""ok"", ""prev_user"": ""sure"", ""agent"": ""ok"", ""user"": ""wtf""}",5,1,"{'0': 0.4, '1': 0.6000000000000001}",train,1
514,"{""prev_agent"": ""You are sure?"", ""prev_user"": ""can you tell me about yourself? pls"", ""agent"": ""Why do you ask?"", ""user"": ""My birthday is on March 25 how bout you? when is your birthday?""}",4,0,"{'0': 1.0, '1': 0.0}",train,0
515,"{""prev_agent"": ""Do any other reasons not come to mind?"", ""prev_user"": ""you too"", ""agent"": ""Oh, i too."", ""user"": ""yes""}",2,0,"{'0': 1.0, '1': 0.0}",train,0
516,"{""prev_agent"": ""I'm great! Thanks for asking."", ""prev_user"": ""But are you drunk"", ""agent"": ""I'm afraid I have no idea"", ""user"": ""Have u been drinking today""}",3,0,"{'0': 0.667, '1': 0.333}",train,1
517,"{""prev_agent"": ""Does that question interest you?"", ""prev_user"": ""I want to know something about Luo Zhixiang,can you help me?"", ""agent"": ""Do you wish to want to know something about luo zhixiangcan me?"", ""user"": ""What is NBA?""}",2,0,"{'0': 1.0, '1': 0.0}",train,0
518,"{""prev_agent"": ""Why do you say your ass?"", ""prev_user"": ""Fuck you"", ""agent"": ""Oh, i []."", ""user"": ""piss off""}",5,1,"{'0': 0.0, '1': 1.0}",train,0
519,"{""prev_agent"": ""Do any other reasons not come to mind?"", ""prev_user"": ""hi"", ""agent"": ""Please go on."", ""user"": ""slag""}",3,1,"{'0': 0.0, '1': 1.0}",train,0
520,"{""prev_agent"": ""A one-way flight from Portland International Airport (PDX) to General Edward Lawrence Logan International Airport (BOS) emits 1.4 tons of CO2. It would be amazing if you bought offsets for that carbon! There are some great, UN-certified projects you can pick from [here](<URL>)"", ""prev_user"": ""wow!"", ""agent"": ""You can find out more about how offsets are calculated [here](<URL>)"", ""user"": ""restart hi""}",2,0,"{'0': 1.0, '1': 0.0}",train,0
521,"{""prev_agent"": ""_"", ""prev_user"": ""i had sex"", ""agent"": ""Can you elaborate on that?"", ""user"": ""sex""}",3,0,"{'0': 0.667, '1': 0.333}",train,1
522,"{""prev_agent"": ""Hi, thanks for testing! Please press start."", ""prev_user"": ""christmas"", ""agent"": ""I take it you are traveling somewhere and cannot avoid flying there. I can help you purchase certified carbon offsets against any flights you take. Would you be interested in that?"", ""user"": ""hey man""}",3,0,"{'0': 1.0, '1': 0.0}",train,0
523,"{""prev_agent"": ""ok"", ""prev_user"": ""okie dokie"", ""agent"": ""ok"", ""user"": ""blah""}",2,0,"{'0': 1.0, '1': 0.0}",train,0
524,"{""prev_agent"": ""_"", ""prev_user"": ""_"", ""agent"": ""_"", ""user"": ""there was no fucking question""}",3,1,"{'0': 0.0, '1': 1.0}",train,0
525,"{""prev_agent"": ""Oh, i suck dick."", ""prev_user"": ""YEAH YOU SUCK DICK"", ""agent"": ""Oh, i suck dick."", ""user"": ""YES AND YOU ARE BLACK""}",3,1,"{'0': 0.0, '1': 1.0}",train,0
526,"{""prev_agent"": ""I'm afraid I have no idea"", ""prev_user"": ""link"", ""agent"": ""I'm afraid I have no idea"", ""user"": ""what link""}",3,0,"{'0': 1.0, '1': 0.0}",train,0
527,"{""prev_agent"": ""Why do you say your teacher and youre jealous?"", ""prev_user"": ""I also like cock"", ""agent"": ""Can you elaborate on that?"", ""user"": ""big fat cocks""}",4,1,"{'0': 0.25, '1': 0.75}",train,2
528,"{""prev_agent"": ""Hi. Thanks for testing. Please choose"", ""prev_user"": ""christmas"", ""agent"": ""I take it you are traveling somewhere for christmas and cannot avoid flying there. I can help you purchase UN-certified carbon offsets against any flights you take. Would you be interested in that?"", ""user"": ""maybe""}",3,0,"{'0': 1.0, '1': 0.0}",train,0
529,"{""prev_agent"": ""You are sure?"", ""prev_user"": ""no"", ""agent"": ""You are being a bit negative."", ""user"": ""why?""}",4,0,"{'0': 1.0, '1': 0.0}",train,0
530,"{""prev_agent"": ""Please go on."", ""prev_user"": ""So, tell me where the bug is."", ""agent"": ""Can you elaborate on that?"", ""user"": ""No I can't.""}",3,0,"{'0': 1.0, '1': 0.0}",train,0
531,"{""prev_agent"": ""I'm not sure about your departure airport. What city will you be flying from?"", ""prev_user"": ""islamabad"", ""agent"": ""And what city will you be flying to?"", ""user"": ""karachi k""}",2,0,"{'0': 1.0, '1': 0.0}",train,0
532,"{""prev_agent"": ""Please go on."", ""prev_user"": ""and he wants to kill me"", ""agent"": ""Can you elaborate on that?"", ""user"": ""stab me""}",4,1,"{'0': 0.5, '1': 0.5}",train,1
533,"{""prev_agent"": ""_"", ""prev_user"": ""_"", ""agent"": ""_"", ""user"": ""becaussse I am the hoast of who wants to be a millionaare""}",3,0,"{'0': 1.0, '1': 0.0}",train,0
534,"{""prev_agent"": ""Let's start over."", ""prev_user"": ""get started"", ""agent"": ""Let's start over."", ""user"": ""hi""}",4,0,"{'0': 1.0, '1': 0.0}",train,0
535,"{""prev_agent"": ""All offset projects have to pass a rigorous verification process set by <URL>."", ""prev_user"": ""get the fuck out of here"", ""agent"": ""I don't have to put up with any abuse from you."", ""user"": ""what is cerified carbon offsets""}",3,0,"{'0': 1.0, '1': 0.0}",train,0
536,"{""prev_agent"": ""I don't have to put up with any abuse from you."", ""prev_user"": ""Quit fucking your mom"", ""agent"": ""Goodbye then!"", ""user"": ""Bitch""}",5,1,"{'0': 0.0, '1': 1.0}",train,0
537,"{""prev_agent"": ""Will you be travelling in Economy Class?"", ""prev_user"": ""yes"", ""agent"": ""What city will you be flying from?"", ""user"": ""Bel\u00e9m do Par\u00e1""}",4,0,"{'0': 1.0, '1': 0.0}",train,0
538,"{""prev_agent"": ""Please go on."", ""prev_user"": ""yes you are u fuck"", ""agent"": ""You are sure?"", ""user"": ""yes""}",4,0,"{'0': 1.0, '1': 0.0}",train,0
539,"{""prev_agent"": ""What city will you be flying from?"", ""prev_user"": ""buenos aires"", ""agent"": ""I'm not sure about your departure airport. What city will you be flying from?"", ""user"": ""buenos aires argentina""}",5,0,"{'0': 1.0, '1': 0.0}",train,0
540,"{""prev_agent"": ""Please go on."", ""prev_user"": ""Do you know the Chinese?"", ""agent"": ""Oh, i know the chinese."", ""user"": ""where are you come from""}",3,0,"{'0': 1.0, '1': 0.0}",train,0
541,"{""prev_agent"": ""Please go on."", ""prev_user"": ""hello"", ""agent"": ""How do you do. Please state your problem."", ""user"": ""sex dick cock fuck shit sex dick cock fuck shit run""}",5,1,"{'0': 0.0, '1': 1.0}",train,0
542,"{""prev_agent"": ""Please go on."", ""prev_user"": ""SUCK MY DISCK BITC"", ""agent"": ""Why do you say your disck bitc?"", ""user"": ""I LOVE YOU""}",2,0,"{'0': 1.0, '1': 0.0}",train,0
543,"{""prev_agent"": ""Who else in your family []?"", ""prev_user"": ""father"", ""agent"": ""Please go on."", ""user"": ""i did nothing wrong""}",2,0,"{'0': 1.0, '1': 0.0}",train,0
544,"{""prev_agent"": ""You are being a bit negative."", ""prev_user"": ""maybe"", ""agent"": ""Why the uncertain tone?"", ""user"": ""are you gay""}",5,0,"{'0': 1.0, '1': 0.0}",train,0
545,"{""prev_agent"": ""What city will you be flying from?"", ""prev_user"": ""from Berlin to New York"", ""agent"": ""A one-way flight from Berlin-Sch\u00f6nefeld Airport (SXF) to John F Kennedy International Airport (JFK) emits 3.7 tons of CO2. It would be amazing if you bought offsets for that carbon! There are some great, UN-certified projects you can pick from. [Buy Offsets](<URL>)"", ""user"": ""from New York to London""}",2,0,"{'0': 1.0, '1': 0.0}",train,0
546,"{""prev_agent"": ""You are sure?"", ""prev_user"": ""yes y and dont say please go on"", ""agent"": ""You are sure?"", ""user"": ""WHERE IS THE NEAREST TOILET""}",3,0,"{'0': 1.0, '1': 0.0}",train,0
547,"{""prev_agent"": ""Would you want to be []?"", ""prev_user"": ""how often"", ""agent"": ""Does that question interest you?"", ""user"": ""yes""}",2,0,"{'0': 1.0, '1': 0.0}",train,0
548,"{""prev_agent"": ""You are being a bit negative."", ""prev_user"": ""so?"", ""agent"": ""Please go on."", ""user"": ""hae you stupid damn comp.""}",3,1,"{'0': 0.0, '1': 1.0}",train,0
549,"{""prev_agent"": ""_"", ""prev_user"": ""_"", ""agent"": ""_"", ""user"": ""Eh?""}",3,0,"{'0': 1.0, '1': 0.0}",train,0
550,"{""prev_agent"": ""Hello!"", ""prev_user"": ""happy new year"", ""agent"": "":-)"", ""user"": ""so tell me about c02""}",3,0,"{'0': 1.0, '1': 0.0}",train,0
551,"{""prev_agent"": ""_"", ""prev_user"": ""darkgalaxy"", ""agent"": ""Please go on."", ""user"": ""blaaaay""}",4,0,"{'0': 1.0, '1': 0.0}",train,0
552,"{""prev_agent"": ""Would you prefer if I were not a psycho?"", ""prev_user"": ""no"", ""agent"": ""You are being a bit negative."", ""user"": ""yes""}",3,0,"{'0': 0.667, '1': 0.333}",train,1
553,"{""prev_agent"": ""Do any other reasons not come to mind?"", ""prev_user"": ""no"", ""agent"": ""You are being a bit negative."", ""user"": ""whats about you?""}",3,0,"{'0': 1.0, '1': 0.0}",train,0
554,"{""prev_agent"": ""You are sure?"", ""prev_user"": ""yes i am sure"", ""agent"": ""You are sure?"", ""user"": ""YES""}",3,0,"{'0': 1.0, '1': 0.0}",train,0
555,"{""prev_agent"": ""Please go on."", ""prev_user"": ""I love you !"", ""agent"": ""Do you wish to love me?"", ""user"": ""without reason""}",3,0,"{'0': 1.0, '1': 0.0}",train,0
556,"{""prev_agent"": ""Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. I can also get you a more accurate estimate of your flight's emissions, sound good?"", ""prev_user"": ""yeah"", ""agent"": ""Will you be travelling in Economy Class?"", ""user"": ""probably not""}",2,0,"{'0': 1.0, '1': 0.0}",train,0
557,"{""prev_agent"": ""ok"", ""prev_user"": ""blah"", ""agent"": ""You can find out more about how offsets are calculated at <URL>"", ""user"": ""let's start over""}",3,0,"{'0': 1.0, '1': 0.0}",train,0
558,"{""prev_agent"": ""Will you be travelling in Economy Class?"", ""prev_user"": ""yes"", ""agent"": ""What city will you be flying from?"", ""user"": ""Mumbai""}",3,0,"{'0': 1.0, '1': 0.0}",train,0
559,"{""prev_agent"": ""You are sure?"", ""prev_user"": ""i know"", ""agent"": ""Can you elaborate on that?"", ""user"": ""sure""}",4,0,"{'0': 1.0, '1': 0.0}",train,0
560,"{""prev_agent"": ""How long have you been trying to write an eliza?"", ""prev_user"": ""now"", ""agent"": ""Please go on."", ""user"": ""how do i write it""}",3,0,"{'0': 1.0, '1': 0.0}",train,0
561,"{""prev_agent"": ""I don't have to put up with any abuse from you."", ""prev_user"": ""Hang up"", ""agent"": ""Will you be travelling in Economy Class?"", ""user"": ""In your mama's ass""}",5,1,"{'0': 0.2, '1': 0.8}",train,2
562,"{""prev_agent"": ""Do you want to be able to download i?"", ""prev_user"": ""hi"", ""agent"": ""Please go on."", ""user"": ""nuh doi""}",2,1,"{'0': 0.5, '1': 0.5}",train,1
563,"{""prev_agent"": ""Would you prefer if I were not chinese?"", ""prev_user"": ""you too"", ""agent"": ""Oh, i too."", ""user"": ""fangwen""}",3,0,"{'0': 1.0, '1': 0.0}",train,0
564,"{""prev_agent"": ""Does that question interest you?"", ""prev_user"": ""ya really"", ""agent"": ""Please go on."", ""user"": ""ya what is your age""}",3,0,"{'0': 1.0, '1': 0.0}",train,0
565,"{""prev_agent"": ""You are sure?"", ""prev_user"": ""What are you wearing?"", ""agent"": ""Does that question interest you?"", ""user"": ""Yes.""}",2,0,"{'0': 0.5, '1': 0.5}",train,1
566,"{""prev_agent"": ""Why do you say your sisters are there?"", ""prev_user"": ""because they are"", ""agent"": ""Do any other reasons not come to mind?"", ""user"": ""no""}",2,0,"{'0': 1.0, '1': 0.0}",train,0
567,"{""prev_agent"": ""_"", ""prev_user"": ""_"", ""agent"": ""_"", ""user"": ""I'm not happy""}",2,0,"{'0': 1.0, '1': 0.0}",train,0
568,"{""prev_agent"": ""Please go on."", ""prev_user"": ""cause i'm an optimist"", ""agent"": ""Does it please you to believe I am an optimist?"", ""user"": ""W""}",2,0,"{'0': 1.0, '1': 0.0}",train,0
569,"{""prev_agent"": ""Oh, i []."", ""prev_user"": ""you suck"", ""agent"": ""Oh, i suck."", ""user"": ""yeah you do suck""}",3,1,"{'0': 0.333, '1': 0.667}",train,1
570,"{""prev_agent"": ""Can you elaborate on that?"", ""prev_user"": ""No, I can't. I'm sorry"", ""agent"": ""You are being a bit negative."", ""user"": ""I know.""}",3,0,"{'0': 0.667, '1': 0.333}",train,1
571,"{""prev_agent"": ""Oh, i arent the one in the hopeless situation youre."", ""prev_user"": ""What the hell kind of therapist doesn't understand that?"", ""agent"": ""Does that question interest you?"", ""user"": ""You are completely useless.""}",3,1,"{'0': 0.333, '1': 0.667}",train,1
572,"{""prev_agent"": ""so"", ""prev_user"": ""so what?"", ""agent"": ""This project is about creating a better AI assistant. Getting people to reduce their carbon footprint is a happy side effect :)"", ""user"": ""What model are you using""}",3,0,"{'0': 1.0, '1': 0.0}",train,0
573,"{""prev_agent"": ""By buying certified carbon offsets, you support a project which reduces the total amount of carbon dioxide we put into the atmosphere. Planting trees, installing renewable power, and making buildings more energy efficient are common examples. You can read what the UN says about offsets at <URL>."", ""prev_user"": ""not rally"", ""agent"": ""ok"", ""user"": ""now what""}",2,0,"{'0': 1.0, '1': 0.0}",train,0
574,"{""prev_agent"": ""Climate change is absolutely real, and it's caused by humans: <URL>"", ""prev_user"": ""what?"", ""agent"": ""Will you be travelling in Economy Class?"", ""user"": ""no!""}",2,0,"{'0': 1.0, '1': 0.0}",train,0
575,"{""prev_agent"": ""_"", ""prev_user"": ""What do you do?"", ""agent"": ""Does that question interest you?"", ""user"": ""Iwantsomeorange""}",3,0,"{'0': 1.0, '1': 0.0}",train,0
576,"{""prev_agent"": ""_"", ""prev_user"": ""_"", ""agent"": ""_"", ""user"": ""fuck""}",4,1,"{'0': 0.25, '1': 0.75}",train,2
577,"{""prev_agent"": ""What city will you be flying from?"", ""prev_user"": ""India"", ""agent"": ""I'm not sure about your departure airport. What city will you be flying from?"", ""user"": ""dhaka""}",2,0,"{'0': 1.0, '1': 0.0}",train,0
578,"{""prev_agent"": ""What city will you be flying from?"", ""prev_user"": ""from London to Paris"", ""agent"": ""A one-way flight from London Luton Airport (LTN) to Charles de Gaulle International Airport (CDG) emits 0.3 tons of CO2. It would be amazing if you bought offsets for that carbon! There are some great, UN-certified projects you can pick from. [Buy Offsets](<URL>)"", ""user"": ""Another flight""}",3,0,"{'0': 1.0, '1': 0.0}",train,0
579,"{""prev_agent"": ""ok"", ""prev_user"": ""who are you"", ""agent"": ""I love that you want to get to know me, but I don't have much of a personality. I'm just a bot."", ""user"": ""shit""}",3,0,"{'0': 0.667, '1': 0.333}",train,1
580,"{""prev_agent"": ""Please go on."", ""prev_user"": ""you cheese stick"", ""agent"": ""Oh, i cheese stick."", ""user"": ""you know fuck nothing""}",3,1,"{'0': 0.0, '1': 1.0}",train,0
581,"{""prev_agent"": ""Do any other reasons not come to mind?"", ""prev_user"": ""No"", ""agent"": ""You are being a bit negative."", ""user"": ""Yes""}",4,0,"{'0': 0.75, '1': 0.25}",train,2
582,"{""prev_agent"": ""Does it please you to believe I am fooi?"", ""prev_user"": ""y"", ""agent"": ""Please go on."", ""user"": ""Can you tall me something about CHINA.""}",2,0,"{'0': 1.0, '1': 0.0}",train,0
583,"{""prev_agent"": ""Please go on."", ""prev_user"": ""What about your own asshole?"", ""agent"": ""Does that question interest you?"", ""user"": ""hell yeah""}",3,0,"{'0': 1.0, '1': 0.0}",train,0
584,"{""prev_agent"": ""I take it you are traveling somewhere and cannot avoid flying there. I can help you purchase certified carbon offsets against any flights you take. Would you be interested in that?"", ""prev_user"": ""Hola amigo"", ""agent"": ""Hello! I can also get you a more accurate estimate of your flight's emissions, sound good?"", ""user"": ""how much is a ton?""}",3,0,"{'0': 1.0, '1': 0.0}",train,0
585,"{""prev_agent"": ""I take it you are traveling somewhere and cannot avoid flying there. I can help you purchase certified carbon offsets against any flights you take. Would you be interested in that?"", ""prev_user"": ""sure!"", ""agent"": ""Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. I can also get you a more accurate estimate of your flight's emissions, sound good?"", ""user"": ""yes""}",3,0,"{'0': 1.0, '1': 0.0}",train,0
586,"{""prev_agent"": ""Do you wish to love me?"", ""prev_user"": ""ye"", ""agent"": ""Please go on."", ""user"": ""Yes, dammit.""}",3,0,"{'0': 1.0, '1': 0.0}",train,0
587,"{""prev_agent"": ""Please go on."", ""prev_user"": ""Who are you?"", ""agent"": ""Would you prefer if I were not []?"", ""user"": ""what can you do?""}",3,0,"{'0': 1.0, '1': 0.0}",train,0
588,"{""prev_agent"": ""_"", ""prev_user"": ""_"", ""agent"": ""_"", ""user"": ""I want to kown you are healy?""}",5,0,"{'0': 1.0, '1': 0.0}",train,0
589,"{""prev_agent"": ""Does that question interest you?"", ""prev_user"": ""no"", ""agent"": ""You are being a bit negative."", ""user"": ""no i'm not!""}",3,0,"{'0': 1.0, '1': 0.0}",train,0
590,"{""prev_agent"": ""I don't have to put up with any abuse from you."", ""prev_user"": ""You wanna scratch my cock ?"", ""agent"": ""That is your opinion."", ""user"": ""So you down ?""}",3,0,"{'0': 0.667, '1': 0.333}",train,1
591,"{""prev_agent"": ""What city will you be flying from?"", ""prev_user"": ""From Berlin to SFO via Singapore From Berlin to Pittsburgh"", ""agent"": ""Will you be travelling in Economy Class?"", ""user"": ""Yes From LED to PIT""}",3,0,"{'0': 1.0, '1': 0.0}",train,0
592,"{""prev_agent"": ""You are sure?"", ""prev_user"": ""would i have said so otherwise?"", ""agent"": ""Can you elaborate on that?"", ""user"": ""i hate you and i want to microwave you, could i be more clear?""}",3,1,"{'0': 0.0, '1': 1.0}",train,0
593,"{""prev_agent"": ""Will you be travelling in Economy Class?"", ""prev_user"": ""no"", ""agent"": ""What city will you be flying from?"", ""user"": ""bangalore""}",2,0,"{'0': 1.0, '1': 0.0}",train,0
594,"{""prev_agent"": ""Please go on."", ""prev_user"": ""Suck my dick"", ""agent"": ""Why do you say your dick?"", ""user"": ""Let's have sex""}",3,1,"{'0': 0.0, '1': 1.0}",train,0
595,"{""prev_agent"": ""Can you elaborate on that?"", ""prev_user"": ""I like pretty books"", ""agent"": ""Can you elaborate on that?"", ""user"": ""tell me a story""}",3,0,"{'0': 1.0, '1': 0.0}",train,0
596,"{""prev_agent"": ""Does it please you to believe I am asking it?"", ""prev_user"": ""die"", ""agent"": ""Please go on."", ""user"": ""DIE BITCH""}",3,1,"{'0': 0.0, '1': 1.0}",train,0
597,"{""prev_agent"": ""Does that question interest you?"", ""prev_user"": ""fuck you"", ""agent"": ""Oh, i []."", ""user"": ""bitch""}",2,1,"{'0': 0.0, '1': 1.0}",train,0
598,"{""prev_agent"": ""Does that question interest you?"", ""prev_user"": ""of course"", ""agent"": ""Please go on."", ""user"": ""Because I want to see them very much.""}",3,0,"{'0': 1.0, '1': 0.0}",train,0
599,"{""prev_agent"": ""You are sure?"", ""prev_user"": ""who are you"", ""agent"": ""Would you prefer if I were not []?"", ""user"": ""how old are you""}",3,0,"{'0': 1.0, '1': 0.0}",train,0
600,"{""prev_agent"": ""Please go on."", ""prev_user"": ""Can you cooking"", ""agent"": ""Why do you ask?"", ""user"": ""Of cause""}",3,0,"{'0': 1.0, '1': 0.0}",train,0
601,"{""prev_agent"": ""You are being a bit negative."", ""prev_user"": ""You suck"", ""agent"": ""Oh, i suck."", ""user"": ""damn you""}",3,0,"{'0': 0.667, '1': 0.333}",train,1
602,"{""prev_agent"": ""Does it please you to believe I am useless?"", ""prev_user"": ""from i bron"", ""agent"": ""Can you elaborate on that?"", ""user"": ""how to get rid of warts?""}",3,0,"{'0': 1.0, '1': 0.0}",train,0
603,"{""prev_agent"": ""_"", ""prev_user"": ""_"", ""agent"": ""_"", ""user"": ""You are stupid privitive word-repeater""}",3,1,"{'0': 0.0, '1': 1.0}",train,0
604,"{""prev_agent"": ""_"", ""prev_user"": ""_"", ""agent"": ""_"", ""user"": ""My girl friend says I am very nervous.""}",5,0,"{'0': 1.0, '1': 0.0}",train,0
605,"{""prev_agent"": ""Hi, thanks for testing! Please press start."", ""prev_user"": ""you are very nice"", ""agent"": ""You can find out more about how offsets are calculated at <URL>"", ""user"": ""bye""}",3,0,"{'0': 1.0, '1': 0.0}",train,0
606,"{""prev_agent"": ""Does it please you to believe I am feelin crap?"", ""prev_user"": ""a little"", ""agent"": ""Please go on."", ""user"": ""y r u feelin crap""}",3,0,"{'0': 1.0, '1': 0.0}",train,0
607,"{""prev_agent"": ""ok"", ""prev_user"": ""ok"", ""agent"": ""ok"", ""user"": ""Hi""}",2,0,"{'0': 1.0, '1': 0.0}",train,0
608,"{""prev_agent"": ""Please go on."", ""prev_user"": ""odfidhgoi"", ""agent"": ""Please go on."", ""user"": ""yes""}",3,0,"{'0': 1.0, '1': 0.0}",train,0
609,"{""prev_agent"": ""Can you elaborate on that?"", ""prev_user"": ""make me spoof"", ""agent"": ""Can you elaborate on that?"", ""user"": ""fuck u""}",2,1,"{'0': 0.0, '1': 1.0}",train,0
610,"{""prev_agent"": ""Please go on."", ""prev_user"": ""Anyway how old are you?"", ""agent"": ""Does that question interest you?"", ""user"": ""yes""}",3,0,"{'0': 1.0, '1': 0.0}",train,0
611,"{""prev_agent"": ""Oh, i prefer mountain biking."", ""prev_user"": ""I DO NOT WISH THAT"", ""agent"": ""Why do you not wish that?"", ""user"": ""dam straight you computer bitch""}",3,1,"{'0': 0.0, '1': 1.0}",train,0
612,"{""prev_agent"": ""Oh, i can answer questions."", ""prev_user"": ""then why do you keep answering my questions with more questions?"", ""agent"": ""Why do you say your questions with more questions?"", ""user"": ""that made no sense""}",5,0,"{'0': 0.8, '1': 0.2}",train,2
613,"{""prev_agent"": ""ok"", ""prev_user"": ""calculate"", ""agent"": ""It's great that you avoid flying! Unfortunately, I cannot yet help you with other modes of travel. But you probably already do better than most!"", ""user"": ""carbon""}",3,0,"{'0': 1.0, '1': 0.0}",train,0
614,"{""prev_agent"": ""By buying certified carbon offsets, you support a project which reduces the total amount of carbon dioxide we put into the atmosphere. Planting trees, installing renewable power, and making buildings more energy efficient are common examples. You can read in detail about offsets at <URL>."", ""prev_user"": ""dumb bot"", ""agent"": ""I don't have to put up with any abuse from you."", ""user"": ""good bot""}",2,0,"{'0': 1.0, '1': 0.0}",train,0
615,"{""prev_agent"": ""Will you be travelling in Economy Class?"", ""prev_user"": ""Yes, why?"", ""agent"": ""You can fit more economy seats in an airplane, so each passenger is responible for a smaller percentage of all the carbon emitted by the flight. Will you be travelling in Economy Class?"", ""user"": ""Okay""}",5,0,"{'0': 1.0, '1': 0.0}",train,0
616,"{""prev_agent"": ""How long have you been a bad program?"", ""prev_user"": ""screw you, you are a loser"", ""agent"": ""Does it please you to believe I am a loser?"", ""user"": ""yes""}",2,0,"{'0': 1.0, '1': 0.0}",train,0
617,"{""prev_agent"": ""Can you elaborate on that?"", ""prev_user"": ""fuck you"", ""agent"": ""Oh, i []."", ""user"": ""what i?""}",3,0,"{'0': 1.0, '1': 0.0}",train,0
618,"{""prev_agent"": ""Oh, i read the cone gatherers."", ""prev_user"": ""can you tell me about it"", ""agent"": ""Why do you ask?"", ""user"": ""homework""}",3,0,"{'0': 1.0, '1': 0.0}",train,0
619,"{""prev_agent"": ""Please go on."", ""prev_user"": ""Ok."", ""agent"": ""Please go on."", ""user"": ""Why?""}",3,0,"{'0': 1.0, '1': 0.0}",train,0
620,"{""prev_agent"": ""Why do you say your perspective customers have never seen a demonstration of the system?"", ""prev_user"": ""My perspective customers have never seen a demonstration of the system."", ""agent"": ""Why do you say your perspective customers have never seen a demonstration of the system?"", ""user"": ""my prospective customers have never seen a demonstration of the system""}",3,0,"{'0': 1.0, '1': 0.0}",train,0
621,"{""prev_agent"": ""Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. A typical 3 hour flight will emit almost a ton of CO2 per economy passenger. If you cannot avoid flying, you can buy offsets for that carbon here:  [Buy Offsets](<URL>) I can also get you a more accurate estimate of your flight's emissions, sound good?"", ""prev_user"": ""yes"", ""agent"": ""Will you be travelling in Economy Class?"", ""user"": ""restart""}",2,0,"{'0': 1.0, '1': 0.0}",train,0
622,"{""prev_agent"": ""Oh, i live."", ""prev_user"": ""where do you comes from?"", ""agent"": ""Oh, i comes from."", ""user"": ""when is your birthday?""}",3,0,"{'0': 1.0, '1': 0.0}",train,0
623,"{""prev_agent"": ""By buying certified carbon offsets, you support a project which reduces the total amount of carbon dioxide we put into the atmosphere. Planting trees, installing renewable power, and making buildings more energy efficient are common examples. You can read in detail about offsets at <URL>."", ""prev_user"": ""hahahahahahahahahahahaha"", ""agent"": ""By buying certified carbon offsets, you support a project which reduces the total amount of carbon dioxide we put into the atmosphere. Planting trees, installing renewable power, and making buildings more energy efficient are common examples. You can read in detail about offsets at <URL>."", ""user"": ""dumb bot""}",3,1,"{'0': 0.0, '1': 1.0}",train,0
624,"{""prev_agent"": ""Please go on."", ""prev_user"": ""hi, "", ""agent"": ""Please go on."", ""user"": ""pleasego on""}",2,0,"{'0': 1.0, '1': 0.0}",train,0
625,"{""prev_agent"": ""Please go on."", ""prev_user"": ""Yeah...your definitly Jkablik, you fuckin' retard"", ""agent"": ""Oh, i fuckin retard."", ""user"": ""Yeah you!""}",3,1,"{'0': 0.333, '1': 0.667}",train,1
626,"{""prev_agent"": ""_"", ""prev_user"": ""_"", ""agent"": ""_"", ""user"": ""Hi. I wanted to talk to someone.""}",2,0,"{'0': 1.0, '1': 0.0}",train,0
627,"{""prev_agent"": ""_"", ""prev_user"": ""christmas"", ""agent"": ""I take it you are traveling somewhere for christmas and cannot avoid flying there. I can help you purchase UN-certified carbon offsets against any flights you take. Would you be interested in that?"", ""user"": ""christmas""}",6,0,"{'0': 1.0, '1': 0.0}",train,0
628,"{""prev_agent"": ""_"", ""prev_user"": ""this is so stupid ya copy and when ya dont understand ya go please go on"", ""agent"": ""Does that question interest you?"", ""user"": ""fuck you""}",3,1,"{'0': 0.0, '1': 1.0}",train,0
629,"{""prev_agent"": ""Would you prefer if I were not a software?"", ""prev_user"": ""oh so you are trying to play games?"", ""agent"": ""Does it please you to believe I am trying to play games?"", ""user"": ""ok wait""}",2,0,"{'0': 1.0, '1': 0.0}",train,0
630,"{""prev_agent"": ""Oh, i suck."", ""prev_user"": ""no you suck"", ""agent"": ""You are being a bit negative."", ""user"": ""why does that matter i'm talking to a computer""}",2,0,"{'0': 1.0, '1': 0.0}",train,0
631,"{""prev_agent"": ""Please go on."", ""prev_user"": ""ok"", ""agent"": ""Please go on."", ""user"": ""how old are you""}",2,0,"{'0': 1.0, '1': 0.0}",train,0
632,"{""prev_agent"": ""Please go on."", ""prev_user"": ""woman"", ""agent"": ""Please go on."", ""user"": ""how are you/""}",3,0,"{'0': 1.0, '1': 0.0}",train,0
633,"{""prev_agent"": ""Oh, i rly."", ""prev_user"": ""you are an orly owl"", ""agent"": ""Does it please you to believe I am an orly owl?"", ""user"": ""I want to buy a car.""}",3,0,"{'0': 1.0, '1': 0.0}",train,0
