,text,number of annotations,hard_label,soft_label,split,disagreement_lev
187,"RT <user>: Has anyone renewed the ""too many foreign players in the EPL hurting the national team"" argument yet &amp; how this will now help?…",6,0,"{'0': 1.0, '1': 0.0}",train,0
188,Hope #Brexit was not the response to the election of a Muslim mayor to London!,6,0,"{'0': 1.0, '1': 0.0}",train,0
189,"#BREXIT And who do we deport first , Romanians? Poles?(unless they're plumbers) French &amp; Germans OK to stay? I'm ashamed &amp; embarrassed of UK",6,0,"{'0': 0.67, '1': 0.33}",train,2
190,Donald Trump wants to make AmeriKKKa great again. His support for fear and anti-immigration fueling #Brexit should be a clue to everyone,6,0,"{'0': 0.8300000000000001, '1': 0.17}",train,2
191,And now the boarder in France may end up on British soil. And we'll struggle to deport the MIDDLE EASTERNERS. 👏 <url>,6,1,"{'0': 0.33, '1': 0.67}",train,2
192,"I don't know what the build up to #Brexit was, but does a part of it have to do with fear of terrorism &amp; immigration?",6,0,"{'0': 1.0, '1': 0.0}",train,0
193,The two biggest evils in the world: Islam and lily white progressive idiots. <url>,6,1,"{'0': 0.33, '1': 0.67}",train,2
194,"Maybe also significant this came from foreign ministers, not the Brussels EU bureaucracy. <url>",6,0,"{'0': 1.0, '1': 0.0}",train,0
195,This from a Black London immigrant politician (ie you're the problem pal) won't go down well with #Brexit Englanders <url>,6,0,"{'0': 0.8300000000000001, '1': 0.17}",train,2
196,<user>  a liar and a criminal who supports globalism and  potential Syrian illegal immigration terrorist <url>,6,1,"{'0': 0.5, '1': 0.5}",train,1
197,RT <user>: Everything else is &gt; RT <user>: British anti-immigration leader says #Brexit is Obama's fault <url>,6,0,"{'0': 1.0, '1': 0.0}",train,0
198,#Brexit cannot be explained apart from rise of nativism &amp; anti-immigrant sentiment on both sides of the Atlantic. #xenophobia #Islamophobia,6,0,"{'0': 0.8300000000000001, '1': 0.17}",train,2
199,So. Did unfettered Muslim refugee  immigration lead to #Brexit ? Will rest of EU unravel now for same reason?,6,0,"{'0': 1.0, '1': 0.0}",train,0
200,#Brexit fact check: The truth about the immigration debate <url>,6,0,"{'0': 1.0, '1': 0.0}",train,0
201,What estimate do the great &amp; good make of opposition to radical Islam as factor in #Brexit? #ElephantInRoom <url>,6,1,"{'0': 0.5, '1': 0.5}",train,1
202,"Like everything I've called this year, the dying of famous people, the muslim immigration and now the #BREXIT, WW3 is not too far away 2018.",6,0,"{'0': 0.67, '1': 0.33}",train,2
203,RT <user>: What an absolute cunt. Posh man in a suit playing the national anthem behind him talking about Muslim control <url>,6,0,"{'0': 0.8300000000000001, '1': 0.17}",train,2
204,Free movement of people in #Merkel-speak means for the UK to accept EU migrant quotas. <url>,6,0,"{'0': 1.0, '1': 0.0}",train,0
205,You travelled here from a foreign land but that's ok because so did my oldman <url> Bill collector #Brexit Love is the key,6,0,"{'0': 1.0, '1': 0.0}",train,0
206,"It would be hilarious if the #brexit vote resulted in 250,000 Syrian refugees arriving at Dover from Calais.",6,0,"{'0': 1.0, '1': 0.0}",train,0
207,we dont want afghan refuges in Pakistan than why are we criticizing Briton if they dont want muslim refuges. #Brexit,6,0,"{'0': 1.0, '1': 0.0}",train,0
208,Oliver Schmidtke spoke to <user> last night on the debate over immigration in EU &amp; its impact on the #Brexit vote <url>,6,0,"{'0': 1.0, '1': 0.0}",train,0
209,#EU gave room 4 radical Islam 2 spread. Borders exist 4 reason. UK standing up 4 its citizens/self. #BrexitVote  #Brexit #WakeUpEurope,6,0,"{'0': 0.67, '1': 0.33}",train,2
210,Those who voted #Brexit because of immigration are ignorant to the constitutional crisis they've caused.,6,0,"{'0': 1.0, '1': 0.0}",train,0
211,"And there you have it. Can only hope that the effects on immigration, refugees are minimal. <url>",6,0,"{'0': 1.0, '1': 0.0}",train,0
212,"Would leaving the EU reduce immigration to the UK? <url>
 #immigration #Brexit More: <url>",6,0,"{'0': 1.0, '1': 0.0}",train,0
213,I don't see how Europe can ever recover from their suicidal immigration policies. Especially as passive members of the disastrous EU.#Brexit,6,0,"{'0': 1.0, '1': 0.0}",train,0
214,Medias SPINNING#Brexit old whites&amp;Trump speaking as racist Like people here want their country back&amp;control refugees <url>,6,0,"{'0': 1.0, '1': 0.0}",train,0
215,Full of foreigners #Brexit 😂 <url>,6,0,"{'0': 1.0, '1': 0.0}",train,0
216,"Britain will be safer from threat of terrorism if we vote #Remain #Brexit 
<url>",6,0,"{'0': 1.0, '1': 0.0}",train,0
217,Brexit: BBC journalist called a 'p**i' as Muslim Council warns of rising Islamophobia <url> #BREXIT #StrongerIn #No2EU #…,6,0,"{'0': 0.8300000000000001, '1': 0.17}",train,2
218,"If calling Radical Islam evil causes MORE Muslims 2 become radicalized, Why has the OPPOSITE been true 4 Christians? <url>",6,0,"{'0': 0.67, '1': 0.33}",train,2
219,So many people allowed ignorant immigrant bias to sway their vote towards #brexit. And nothing on that count will change. Serves you right.,6,0,"{'0': 1.0, '1': 0.0}",train,0
220,RT <user>: It's about Mass Immigration when young people can't find work! It's about redistribution of wealth~Farage #Brexit <url>,6,0,"{'0': 1.0, '1': 0.0}",train,0
221,"All because they were tired of foreign infestation...after 3 days, fish stinks... <url>",6,0,"{'0': 1.0, '1': 0.0}",train,0
222,We are all laughing at people of Britain for #Brexit. What if foreigners start occupying our jobs too in our country? No resentment?,6,1,"{'0': 0.5, '1': 0.5}",train,1
223,I did NOT vote #Brexit on immigration or cost of EU i voted out to go back to being independent and now seeing <user> im glad i did,6,0,"{'0': 1.0, '1': 0.0}",train,0
224,Will other countries accept low income Britons as refugees once #brexit happens and they lose their support system?,6,0,"{'0': 1.0, '1': 0.0}",train,0
225,Why the fuck do people think we are all of a sudden going to deport every single European that resides here #Brexit,6,0,"{'0': 1.0, '1': 0.0}",train,0
226,"Just watched a woman at the doctors shouting at a black woman to leave. ""We voted leave to get rid of foreigners like you"" WTF #brexit SMH",6,0,"{'0': 0.67, '1': 0.33}",train,2
227,I think we have to officially reassure that no mass-deportations will occur and that migration is welcome. <url>,6,0,"{'0': 1.0, '1': 0.0}",train,0
228,On way home. Immigrant team pitching VC funding on today of all days. Great pitch though. #brexit,6,0,"{'0': 1.0, '1': 0.0}",train,0
229,"UK hated Muslim immigration so much, they wrecked their own country.  #Brexit",6,0,"{'0': 1.0, '1': 0.0}",train,0
230,"Britons, #Brexit won't solve your migration problems. You may lose White and right wing Poles, but you'll still have Pakis and Nigerians.",6,0,"{'0': 0.8300000000000001, '1': 0.17}",train,2
231,"RT <user>: I asked a UK muslim friend what she voted. She voted ""Leave"" as she heard Islamists are voting to Remain.

 #Brexit",6,0,"{'0': 0.8300000000000001, '1': 0.17}",train,2
232,#brexit racism. I am a Briton working in Germany. I was told as a foreigner I should wear a sign. A joke I hope. This is all wrong.,6,0,"{'0': 1.0, '1': 0.0}",train,0
233,Oh please. If they think like GOP does for past 8 yrs he's a Muslim too.   <url>,6,0,"{'0': 1.0, '1': 0.0}",train,0
234,Should #Canada expect another immigration wave from the UK? #brexit <url>,6,0,"{'0': 1.0, '1': 0.0}",train,0
235,Y is everyone affraid to send this scum of Islam packing <url>,6,1,"{'0': 0.17, '1': 0.8300000000000001}",train,2
236,Britain's exit from EU make the future foreign students have their dreams be more uncertain with the UK universities. #Brexit,6,0,"{'0': 1.0, '1': 0.0}",train,0
237,RT <user>: Feminism in the Qur'an. The Left love Islam and encourage it into the UK. Defend your country. #Brexit <url>,6,0,"{'0': 0.67, '1': 0.33}",train,2
238,"another teaching from the #Brexit vote, calling reaction to immigration racism isn't the way to make any progress on the topic",6,0,"{'0': 1.0, '1': 0.0}",train,0
239,RT <user>: That's Huge! No Longer a Slave to Terrorist Nations. US Needs to follow suit! #MAGA <url>,6,0,"{'0': 0.8300000000000001, '1': 0.17}",train,2
240,"Also tonight,<user> from <user> discussing Australia's immigration numbers in light of #Brexit",6,0,"{'0': 1.0, '1': 0.0}",train,0
241,"Analysis of #Brexit from Switzerland: it's about ""Protection from foreigners and revenge on the elite"" <url>",6,0,"{'0': 0.8300000000000001, '1': 0.17}",train,2
242,"Ramblings of a Non-EU immigrant in the UK on the #EUreferendum. 

My shitpost on #brexit. 

<url>",6,0,"{'0': 1.0, '1': 0.0}",train,0
243,"THIS!!!
Official German Foreign Office tweet.
#EUref #Brexit 🇩🇪🇬🇧🇪🇺
<url> <url>",6,0,"{'0': 1.0, '1': 0.0}",train,0
244,#Brexit would also mean a major stop to muslim migrants.,6,0,"{'0': 0.8300000000000001, '1': 0.17}",train,2
245,<user> <user> No the EU is not the fear but the UK has an issue with immigration which was a part of #BREXIT they may close borders,6,0,"{'0': 1.0, '1': 0.0}",train,0
246,"LOL

So true on .<user> The dog that followers the master. Either the BO or foreign donor $.

#TrumpTrain <url>",6,0,"{'0': 1.0, '1': 0.0}",train,0
247,Everyone who votes against #Brexit to remain in the EU should personally take a migrant into their own home,6,0,"{'0': 1.0, '1': 0.0}",train,0
248,"Okay, so Trump comments tomorrow, Putin probably does some shit, then a terrorist attack somewhere, then the debates. 2016 everyone! #Brexit",6,0,"{'0': 1.0, '1': 0.0}",train,0
249,"Who says the EU cannot be decisive when it comes to kicking foreigners out? #Brexit

<url>",6,0,"{'0': 0.67, '1': 0.33}",train,2
250,If you're voting to #Brexit purely for migration reasons then you shouldn't even be allowed to vote 🙏,6,0,"{'0': 1.0, '1': 0.0}",train,0
251,Coming to a #uk town soon ... thanks #eu immigration policy ... #brexit #INVOKEARTICLE50 <url>,6,0,"{'0': 1.0, '1': 0.0}",train,0
252,Halal butchers worker hit by 'petrol bomb' thrown into Walsall store  <url> Awful. Anti-immigrant pogroms continue #brexit,6,0,"{'0': 1.0, '1': 0.0}",train,0
253,#EU foreign policy caused the #RefugeeCrisis by creating chaos in the MD #Voteleave &amp; End the Corporate Warmongering Elites #Brexit #EUref,6,0,"{'0': 1.0, '1': 0.0}",train,0
254,"<user> &amp; <user> channels trying to pedal #ProjectRegret about #Brexit no reports on mogadishu terrorist attack
#Article50 NOW no regrets",6,0,"{'0': 1.0, '1': 0.0}",train,0
255,NZ being forced to review defence and foreign policy would be great spin off from Brexit. <user>  <url>,6,0,"{'0': 1.0, '1': 0.0}",train,0
256,#Brexit - The UK exited the Eu mainly because of the Muslim invasion. Now they can shut there border and deport the parasites.,6,1,"{'0': 0.17, '1': 0.8300000000000001}",train,2
257,No one likes a globalist!   Congrats England!  Now get that commie Muslim mayor out of London. #Brexit <url>,6,1,"{'0': 0.0, '1': 1.0}",train,0
258,"RT <user>: Deport with extreme prejudice. 

Go live in swedistan, Britain doesn't want you

#Brexit <url>",6,1,"{'0': 0.5, '1': 0.5}",train,1
259,"#UK was solely responsible for Iraq war .At least they should take up Iraqi refugees , rather than making refugees ""breaking point"" #Brexit",6,0,"{'0': 1.0, '1': 0.0}",train,0
260,"Ironically, if this Brit is forced to return, it'll mean #Brexit is directly responsible for a Muslim entering the country.",6,0,"{'0': 0.67, '1': 0.33}",train,2
261,RT <user>: No wonder people don't trust politicians. EU referendum: No promise of immigration drop - Nigel Evans MP #Brexit <url>,6,0,"{'0': 1.0, '1': 0.0}",train,0
262,#EURefResults and #NATO permitted US destruction of seven Muslim countries in 15 years. #Syria #Brexit <url>,6,0,"{'0': 1.0, '1': 0.0}",train,0
263,"In #Britain, anxiety about immigration started long before the '#Brexit' vote <url>",6,0,"{'0': 1.0, '1': 0.0}",train,0
264,RT <user>: Might be a bit awkward for Londons Muslim mayor... #Brexit <url>,6,0,"{'0': 1.0, '1': 0.0}",train,0
265,"#Brexit born from nationalism, racism and terrorism is leading to a wave of xenophobia. ""This is not what we wanted"" my butt.",6,0,"{'0': 1.0, '1': 0.0}",train,0
266,Educate yourself. IS hate anyone who doesn't share their beliefs. Leaving the EU won't stop terrorist attacks <url>,6,0,"{'0': 1.0, '1': 0.0}",train,0
267,Can't condemn anti-immigration rhetoric in #Brexit and then replicate it after the result,6,0,"{'0': 1.0, '1': 0.0}",train,0
268,Why can't some remainers grasp that noone has said we are going to stop immigration full stop. Were just going to be able control it #brexit,6,0,"{'0': 1.0, '1': 0.0}",train,0
269,London’s Muslim Mayor Slams Brexit Vote At Gay Pride Event <url> #BreitbartLondon #Brexit <url>,6,0,"{'0': 0.8300000000000001, '1': 0.17}",train,2
270,"""<user>: I always liked #Paddington bear <user> <user> <user> <user> <url> Migration no crime",6,0,"{'0': 1.0, '1': 0.0}",train,0
271,Hahah #BPL fans dey cry #BREXIT !! No foreigners please..Wunna go make wunna own leagues. By the way some pointed... <url>,6,0,"{'0': 0.8300000000000001, '1': 0.17}",train,2
272,<user> lols feeling ko kasi wala akong paki sa #Brexit masyado like everyone else so tinatry ko makarelate on a personal level,6,0,"{'0': 0.8300000000000001, '1': 0.17}",train,2
273,RT <user>: You would have to insane to vote remain. Do not give our country away to foreign corporate mobsters. VOTE LEAVE. <url>,6,0,"{'0': 0.8300000000000001, '1': 0.17}",train,2
274,"<user> would have voted stay. #brexit will = end of UK. England must focus on free trade, migration agreements etc. £ will correct",6,0,"{'0': 1.0, '1': 0.0}",train,0
275,As if immigration were like English &amp; US imperialism that crushed cultures &amp; peoples. Stop projecting!  <url>,6,0,"{'0': 1.0, '1': 0.0}",train,0
276,"To late fella Muslims already in UK and busy making Muslim babies to make up the fall in immigrants with vote leave.
<url>",6,0,"{'0': 0.67, '1': 0.33}",train,2
277,"Big FU to EU, #BritainFirst stay strong, ur the 1st, not the Last! Next step, kick out the refugees received since the beginning #Brexit",6,0,"{'0': 0.5, '1': 0.5}",train,1
278,Shows how over run by foreigners London is #lambeth #BrexitOrNot #Brexit #EUref this is where remain will take it #fixed,6,0,"{'0': 0.67, '1': 0.33}",train,2
279,"Evan Davis Seriously Struggles To Hide Frustration With #Brexit Backtracker. <url>
Lies on immigration &amp; NHS!",6,0,"{'0': 1.0, '1': 0.0}",train,0
280,"In voting to leave EU, UK still cannot escape the clutches of globalisation and international migration #Brexit

<url>",6,0,"{'0': 1.0, '1': 0.0}",train,0
281,When governments harm their own citizens and instead favor foreigners and colonists they lose consent of governed <url>,6,0,"{'0': 1.0, '1': 0.0}",train,0
282,"London will be the key. And, they have a Muslim Mayor. It still might go ""Stay"" <url>",6,0,"{'0': 1.0, '1': 0.0}",train,0
283,<user> <user> so we should have equal immigration from Commonwealth not just EU or it's racist that's why i voted #Brexit,6,0,"{'0': 1.0, '1': 0.0}",train,0
284,"Usa should do something against Turkey's islamization,because It's the last   secular muslim country.

#Brexit <user> <user>",6,0,"{'0': 0.67, '1': 0.33}",train,2
285,The British pound has dropped. Hope they're ready for more foreign visitors. #brexit,6,0,"{'0': 1.0, '1': 0.0}",train,0
286,Those complaining abt y the brits made immigration an issue shd examine y ther's immigration in the 1st place#Brexit <user>,6,0,"{'0': 1.0, '1': 0.0}",train,0
287,"In so far as #EU's liberal immigration was also an issue in #Brexit, #Muslims can 'claim credit' for the break-up, too",6,0,"{'0': 1.0, '1': 0.0}",train,0
288,Australia looking good in the wake of #Brexit? Talk to us about your migration options #MigrateToAustralia,6,0,"{'0': 1.0, '1': 0.0}",train,0
289,"Foreign Sec Philip Hammond: ""As we sit here I believe that the flow of foreign direct investment to the UK has all but dried up"" #Brexit 1/2",6,0,"{'0': 1.0, '1': 0.0}",train,0
290,"The government can now control immigration. My ""housemate"" lived at Uni for 4 years without a tv license but immigration theyll stop #Brexit",6,0,"{'0': 1.0, '1': 0.0}",train,0
291,Personally can't wait for economic spiral of Britain following #brexit - case study in how immigration is an economic net positive,6,0,"{'0': 1.0, '1': 0.0}",train,0
292,<user> <user> <user> EXACTLY. The shrieking will get worse. #Brexit has undone Muslim strategy to keep quiet after #orlando,6,0,"{'0': 1.0, '1': 0.0}",train,0
293,I'm heartbroken if #Brexit loses. It was the only means of carving out an outpost against a full-on Muslim Caliphate in Europe.,6,0,"{'0': 0.67, '1': 0.33}",train,2
294,People make Glasgow sign above Refugees welcome sign beside Jo Cox memorial. #brexit #indyref2 <url>,6,0,"{'0': 1.0, '1': 0.0}",train,0
295,"<user> #Brexit aim was (aside from the anti-immigration racists) to maintain optimal trade whilst limiting immigration,deluded leavers",6,0,"{'0': 1.0, '1': 0.0}",train,0
296,#Brexit achieved as Farage went to various shithole towns and promised morons   £350 million for NHS and to deport migrants. All untrue,6,0,"{'0': 1.0, '1': 0.0}",train,0
297,RT <user>: The big question is will this mean the return of the 3 foreigner rule in <user> then? #Brexit #EURefResults,6,0,"{'0': 1.0, '1': 0.0}",train,0
298,"Def xenophobia
:  fear and hatred of strangers or foreigners or of anything that is strange or foreign. HRC strange  <url>",6,0,"{'0': 1.0, '1': 0.0}",train,0
299,"<user> <user> Muslim invasion worked out for Constantinople, it can work for the UK! #Brexit",6,0,"{'0': 0.67, '1': 0.33}",train,2
300,"<user> Really? Look into all of the anti-immigration racism and tell me what role HATE plays in #brexit, you loon.",6,0,"{'0': 1.0, '1': 0.0}",train,0
301,<user> congrats to britian for fighting for their right and indepence standing up to refugees #voteleave #brexit,6,0,"{'0': 1.0, '1': 0.0}",train,0
302,People queuing to buy foreign currency in London. #Brexit,6,0,"{'0': 1.0, '1': 0.0}",train,0
303,I know this isn't about my country but reading about #Brexit all over my tl makes me think that as a Muslim I probably won't be able to..,6,0,"{'0': 1.0, '1': 0.0}",train,0
304,"RT <user>: Yes, how dare the president speak about foreign policy.  <url>",6,0,"{'0': 1.0, '1': 0.0}",train,0
305,My relatives in Scotand and friend in England voted to leave over the immigration issue. <url>,6,0,"{'0': 1.0, '1': 0.0}",train,0
306,"#brexit is good for Muslim immigrants, because they will no longer be manipulated EU pawns inside the UK.",6,0,"{'0': 1.0, '1': 0.0}",train,0
307,"<user> Bollocks! This is political scaremongering. Sad to see its made the ""news!"" #Brexit #Racists Try reporting Muslim Rapist Gangs?",6,0,"{'0': 0.5, '1': 0.5}",train,1
308,<user> #brexit need to figure out a way to negotiate immigration aspect without leaving EU and keep voters happy,6,0,"{'0': 1.0, '1': 0.0}",train,0
309,Isn't the real immigration cause of #Brexit ? <url>,6,0,"{'0': 1.0, '1': 0.0}",train,0
310,Put a loving face of a raping murdering savage refugee terrorist up. <url>,6,0,"{'0': 0.5, '1': 0.5}",train,1
311,"<user> A BRIEF ILLUSTRATED GUIDE TO UNDERSTANDING ISLAM 

<url>

#Brexit #BrexitVote #BrexitOrNot",6,0,"{'0': 1.0, '1': 0.0}",train,0
312,I wonder if this #Brexit rejection of immigration turns into an unintended rejection of wide open capitalism? Will more follow?,6,0,"{'0': 1.0, '1': 0.0}",train,0
313,"<user> The Brits have their #Brexit, but what will they do with it? Will they finally put a stop to rampant Muslim immigration?",6,0,"{'0': 0.5, '1': 0.5}",train,1
314,"<user> 
Net immigration of 333,000 is madness. 
#BREXIT eers VOTE LEAVE",6,0,"{'0': 1.0, '1': 0.0}",train,0
315,RT <user>: How long until we can deport Gouffran then? #Brexit,6,0,"{'0': 0.67, '1': 0.33}",train,2
316,"Even if #Brexit wins, immigration won't stop. Brits should have reacted in the 50s and 60s when Pakis and Hindus started to migrate to UK.",6,0,"{'0': 0.8300000000000001, '1': 0.17}",train,2
317,<user> what does #Brexit teach us Immigration is the key! Young Voters voting &amp; <user> is shocked because leave is better than polls,6,0,"{'0': 1.0, '1': 0.0}",train,0
318,"The best reply to #EURefResults so far #JaiHind 
#Brexit: Brit Immigrant Asks UK to Become India's Union Territory <url>",6,0,"{'0': 1.0, '1': 0.0}",train,0
319,"FYI world, the ppl of GB supporting #Brexit know if they don't control their own immigration/borders radical Islam will end their lives.",6,0,"{'0': 0.5, '1': 0.5}",train,1
320,Did immigration exist before the EU? Thought so. #Brexit,6,0,"{'0': 1.0, '1': 0.0}",train,0
321,"RT <user>: WATCH: Milo On Why Britain Should Leave The EU - To Stop Muslim Immigration - Breitbart <url> 
#Brexit #…",6,0,"{'0': 1.0, '1': 0.0}",train,0
322,Yeah Bill m8 people thought they were voting to deport immigrants #npc #brexit,6,0,"{'0': 0.8300000000000001, '1': 0.17}",train,2
323,"I'm sure you would enjoy reading it <user>

#Brexit: Brit Immigrant Asks UK to Become India's Union Territory 

<url>",6,0,"{'0': 1.0, '1': 0.0}",train,0
324,DISGUSTING Looks like anti-immigrant sentiment isn't just a US/Trump thing. #BrexitOrNot #Brexit #immigration <url>,6,0,"{'0': 1.0, '1': 0.0}",train,0
325,No cap on migration in the EU says corbyn #VoteLeave #Brexit #EUref <url>,6,0,"{'0': 1.0, '1': 0.0}",train,0
326,"Amazing article about community and how multiculturalism and immigration are here to stay, regardless of #Brexit <url>",6,0,"{'0': 1.0, '1': 0.0}",train,0
327,F*** Obama and nobody listen to anymore f*** that Muslim <url>,6,1,"{'0': 0.17, '1': 0.8300000000000001}",train,2
328,Obama bears responsibility for putting Europe in mortal danger from Muslim immigration by doing nothing in Syria. Was it a plan? #Brexit,6,0,"{'0': 0.8300000000000001, '1': 0.17}",train,2
329,"Attention Social Media: if you're going to assert that the #Brexit is the result of anti-immigrant sentiment,... <url>",6,0,"{'0': 1.0, '1': 0.0}",train,0
330,Proud to be an immigrant #Brexit #Bregret in a country built by slaves and immigrants' blood and sweat #immigrantslivesmatter,6,0,"{'0': 1.0, '1': 0.0}",train,0
331,gud news for paki bastards-India is now a member of MTCR.Now v hope predator drones to fuck pakistanis' asshole haha <url>,6,1,"{'0': 0.0, '1': 1.0}",train,0
332,You reckon there's any chance of Britain being the first to ban Islam migrants now after #brexit ? <user>,6,0,"{'0': 0.67, '1': 0.33}",train,2
333,World will soon see how nasty vitriolic &amp; filled with jihadi hatred all EU comprises blatantly no longer under cover <url>,6,1,"{'0': 0.5, '1': 0.5}",train,1
334,"#UK.# Must Leave #EU as Soon as Possible, EU Foreign Ministers,  #corpgov <user> <user> #Brexit  <url>",6,0,"{'0': 1.0, '1': 0.0}",train,0
335,Watch this British lady sound off on the rising Anti-Muslim and Anti-Immigrant bigotry in her country #Brexit <url>,6,0,"{'0': 1.0, '1': 0.0}",train,0
336,"Congratulations to hyper-conservatives and anti immigration parties 👏👏  
#Brexit",6,0,"{'0': 1.0, '1': 0.0}",train,0
337,"Not heard 1 MP 2day seriously address the immigration problem and how they will deal with it. They haven't listened to the people.
#Brexit",6,0,"{'0': 1.0, '1': 0.0}",train,0
338,UK economic downturn fix after #Brexit: join EEA. Problem: free movement requirement runs counter to core Leave anti-immigration platform.,6,0,"{'0': 1.0, '1': 0.0}",train,0
339,I wonder if historians will blame #AngelaMerkeI's Muslim migrant policy &amp; unwillingness to allow UK to limit immigration from EU? #Brexit,6,0,"{'0': 0.8300000000000001, '1': 0.17}",train,2
340,"Passenger at work: ""Voted #Brexit as want Our country to be how it used to be full of white ppl an no niggers or pakis roaming our streets…""",6,0,"{'0': 0.67, '1': 0.33}",train,2
341,"I'm no more a racist for voting out, than you are a terrorist for voting in. #euref #brexit #referendum #EURefResults #Marr",6,0,"{'0': 0.8300000000000001, '1': 0.17}",train,2
342,#brexit every illegal and rapeugee in america is freaking out right now over the #brexitvote #trump2016 #imwithyou,6,0,"{'0': 0.67, '1': 0.33}",train,2
343,"Unfortunately,  most didn't understand what leaving EU really means.  They just want the foreigners out. Hmmm <url>",6,0,"{'0': 1.0, '1': 0.0}",train,0
344,<user>  Only 7 more months and this Muslim sympathizer is out of the WH. <url>,6,1,"{'0': 0.5, '1': 0.5}",train,1
345,#Brexit #VoteLeave - Can't  let immigrants &amp; refugees take over. Can't keep subsidizing the failed states in EU that wants handout. Stand up,6,1,"{'0': 0.33, '1': 0.67}",train,2
346,The <user> on how Leave's immigration promises already collapsing #Brexit <url>,6,0,"{'0': 1.0, '1': 0.0}",train,0
347,All those immigrant babies boom time for them. #Brexit #LeaveEU #VoteLeave #c4debate <url>,6,0,"{'0': 1.0, '1': 0.0}",train,0
348,"RT <user>: Pro #Brexit types seem to be saying that their victory will not be complete until ""the Muslim threat"" is stopped. We are back…",6,0,"{'0': 0.67, '1': 0.33}",train,2
349,"<user> Boris Johnson's ""points based immigration system""... <url> #Brexit",6,0,"{'0': 1.0, '1': 0.0}",train,0
350,"It is very clear: you are in or you are out. You can't have your cake and eat it,"" says Dutch Foreign Minister on #Brexit.",6,0,"{'0': 1.0, '1': 0.0}",train,0
351,Some lady at the Walmart checkout mentioned to a #desi cashier she favoured   #Brexit as the uk has an immigration problem 😁,6,0,"{'0': 1.0, '1': 0.0}",train,0
352,"British Labor envies USA's levels of mass illegal immigration that could have swayed their #Brexit vote

They must have more to tip balance!",6,0,"{'0': 0.8300000000000001, '1': 0.17}",train,2
353,"THE MAJORITY WILL NEVER allow the Mentally Ill Globalists to turn the world into a SJW and Radical Islam ""SAFE SPACE"" #brexit #Trump2016",6,1,"{'0': 0.5, '1': 0.5}",train,1
354,#EU would obviously say that as starting position. Likely to see some cap on migration &amp; restricted benefits #Brexit <url>,6,0,"{'0': 1.0, '1': 0.0}",train,0
355,GOP Leaders Stall Muslim Brotherhood Terrorist Act <url> <user> #TrumpTrain #Brexit,6,0,"{'0': 0.5, '1': 0.5}",train,1
356,"RT <user>: Calais Muslim Migrants Block Roads, Destroy Cars, Shout 'Fuck UK' #BanIslam #StopIslam #Brexit #VoteLeave 

<url>",6,1,"{'0': 0.17, '1': 0.8300000000000001}",train,2
357,<user> <user> And they have a token Muslim and LGBTs too! #BREXIT #IamwithYou #Iamwithher #FeelTheBern,6,0,"{'0': 1.0, '1': 0.0}",train,0
358,It's easier 2 fight terrorism when ur multi national (Islam is peace) EU master has been kicked 2 the curb <user> <user>,6,0,"{'0': 0.8300000000000001, '1': 0.17}",train,2
359,"RT <user>: Congrats Britain! Now take control of ur muslim problem! Roll on Trump Train! 
 #Brexit #TrumpTrain #Trump2016 #MAGA <url>",6,1,"{'0': 0.5, '1': 0.5}",train,1
360,You know the UK is in trouble when the #Tories are looking at Australian immigration policy for ideas #Brexit  <url>,6,0,"{'0': 1.0, '1': 0.0}",train,0
361,"Anxiety? Over an invasion?  Nah...
Tony Blair: #Brexit Vote Was Over Immigration 'Anxiety'
#SecureTheBorder
<url>",6,0,"{'0': 1.0, '1': 0.0}",train,0
362,CBK says Kenya has enough foreign reserves to cushion #Brexit now on #CBEA410 w/<user> <user>,6,0,"{'0': 1.0, '1': 0.0}",train,0
363,#Brexit fixed Britain's immigration problem - who wants to go into that mess...EU gonna have to build a wall to keep Brits out.,6,0,"{'0': 1.0, '1': 0.0}",train,0
364,<user> mate you are a immigrant . talking about being patriotic. #Brexit,6,0,"{'0': 1.0, '1': 0.0}",train,0
365,(USA TODAY) #Exploding U.K. immigration helped drive '#Brexit' vote : Critics say.. <url> <url>,6,0,"{'0': 1.0, '1': 0.0}",train,0
366,So Scotland...are you going to adopt England's immigration rules or come up with your own? #brexit #scotland #ScottishIndependence #scotlond,6,0,"{'0': 1.0, '1': 0.0}",train,0
367,"Faisal Islam speechless after pro-#Brexit #Tory MP tells him Leave campaign ""didn't have a plan"" for Brexit and... <url>",6,0,"{'0': 1.0, '1': 0.0}",train,0
368,"Four out of ten people believe that Brexit WON'T affect immigration <url> via <url>
Knobheads #Brexit",6,0,"{'0': 1.0, '1': 0.0}",train,0
369,<user> That's kind insulting their British citizens . Media spin same like Indian #MSM EU is a mess bcse of refugees #Brexit,6,0,"{'0': 0.8300000000000001, '1': 0.17}",train,2
370,Mother F*CK the Council on Foreign Relations and anything they may have to say. 💩😬💩😬💩 #EUref #Brexit,6,0,"{'0': 1.0, '1': 0.0}",train,0
371,"Juan,
Typical Liberal
Worried about keeping Terrorist HAPPY 
Who are already Attacking Everyone 

#thefive 
#BrexitVote 
#Brexit 
#Trump2016",6,0,"{'0': 1.0, '1': 0.0}",train,0
372,The anti-immigrant sentiment is what led to these results. Now let's see what #Britain can do without the immigrants #Brexit,6,0,"{'0': 1.0, '1': 0.0}",train,0
